unit_slug,faculty,level,url,title,wordCount,classification,topics
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/practical-experience,Practical Experience,376,unique,subjects-timetable|enrolment|orientation
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/subjects-with-a-travel-component,Subjects with a Travel Component,356,unique,subjects-timetable|international|enrolment|placements-WIL
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/student-experience/peer-mentoring-program,MSD Peer Mentoring Program,549,unique,student-life|careers-employability|graduation|orientation
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/student-experience/access-and-id-cards,Building Access and ID Cards,602,unique,student-life
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/student-experience/it-support,IT Support | Current Students | Melbourne School of Design,3247,unique,IT-systems|student-life|contacts-support
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/student-experience/clubs-and-societies,Clubs and Societies | Melbourne School of Design,545,unique,student-life|clubs-events|careers-employability|contacts-support
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/student-experience/student-newsletters,Student Newsletters,671,unique,student-life|contacts-support
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/student-experience/graduate-ambassador-program,Student Ambassador & Leadership Program,657,unique,student-life|careers-employability|graduation
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/student-experience/abp-industry-mentoring,ABP Industry Mentoring,1858,unique,careers-employability|student-life|graduation
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/student-experience/student-feedback-and-grievances,"Student Feedback, Complaints and Grievances",612,unique,student-life|wellbeing-health
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/student-experience/student-forum,Student Forum | Current Students | Melbourne School of Design,461,unique,student-life|graduation
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/student-experience/student-participation-on-faculty-committees-and-advisory-boards,Student Representation on Faculty Committees & Advisory Boards,735,unique,student-life
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/student-experience/msdx-and-student-exhibitions,MSDx Student Resources,627,unique,student-life|clubs-events|research-candidature
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/student-experience/deans-honours-awards,Dean's Honours Awards & Prizes,528,unique,graduation|student-life
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/student-experience/construction-ambassador-program,Construction Ambassador Program,634,unique,careers-employability|student-life|contacts-support
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/student-experience/employability-in-architecture-building-and-planning,"Employability in Architecture, Building & Planning",1199,mixed,student-life|placements-WIL|forms-admin
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/course-planning,Course Planning | Current Students | MSD,300,unique,course-planning|enrolment|contacts-support|subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/enrolment,Enrolment | Current Students | Melbourne School of Design,514,mixed,enrolment|subjects-timetable|special-consideration|forms-admin
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information,Subject Information | Melbourne School of Design,596,unique,subjects-timetable|enrolment|international
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/student-experience,Student Experience | Melbourne School of Design,663,unique,student-life|academic-skills|international
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/master-of-architecture,Master of Architecture Sample Course Plans,560,unique,course-planning
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/master-of-construction,Master of Construction Management Sample Course Plans,685,unique,course-planning
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/landscape-architecture-course-plans,Master of Landscape Architecture Course Plans,559,unique,course-planning
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/master-of-property,Master of Property Sample Course Plans,592,unique,course-planning
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/master-of-urban-and-cultural-heritage,Master of Urban and Cultural Heritage,453,unique,course-planning|placements-WIL|research-candidature
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/urban-design,Master of Urban Design Sample Course Plans,397,unique,course-planning|subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/urban-planning,Master of Urban Planning Sample Course Plans,530,unique,course-planning
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/property-valuation,Graduate Diploma in Property Valuation Sample Course Plans,365,unique,course-planning|graduation|orientation
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/master-of-architectural-engineering,Master of Architectural Engineering,582,unique,course-planning|graduation|forms-admin|orientation
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters,Double Masters Degrees,916,unique,course-planning|careers-employability|graduation
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/d02-application-for-travelling-studio,Redirecting...,0,redirect,subjects-timetable|forms-admin|international
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/enrolment/list-of-forms/application-for-extension,Application for Extension,1001,mixed,forms-admin|special-consideration|enrolment|contacts-support
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-urban-planning,Master of Urban Planning Studio/Thesis,767,unique,subjects-timetable|research-candidature
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-urban-design,Master of Urban Design Studios,377,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-landscape-architecture,Master of Landscape Architecture Studios,343,unique,subjects-timetable|enrolment
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture,Master of Architecture Studios,487,unique,subjects-timetable|orientation
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive,MSD Studios Archive,297,unique,subjects-timetable|enrolment|course-planning|contacts-support
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/2026-subjects-with-international-travel/southeast-asia-travelling-studio,Southeast Asia Travelling Studio,780,unique,subjects-timetable|international
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/past-studios/2025,2025,578,unique,subjects-timetable|international|student-life
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/past-studios/2023m-and-2024,2023 and 2024,1100,unique,subjects-timetable|international|student-life
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/past-studios/2020,2019 Past Studios | Travelling Studios | MSD,789,unique,subjects-timetable|international|inclusion-equity
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/past-studios/2019,2019 Past Studios | Travelling Studios | MSD,1502,unique,subjects-timetable|international
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/past-studios/2018,2018 Past Studios | Travelling Studios | MSD,991,unique,subjects-timetable|international
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/past-studios/2017,2017 Past Studios | Travelling Studios | MSD,1183,unique,subjects-timetable|international|inclusion-equity
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/past-studios/2016,2016 Past Studios | Travelling Studios | MSD,1445,unique,subjects-timetable|international|fees-finance|contacts-support
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/past-studios/2015,2015 Past Studios | Travelling Studios | MSD,1391,unique,subjects-timetable|international
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/past-studios/2014,2014 Past Studios | Travelling Studios | MSD,2444,unique,subjects-timetable|international
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/past-studios/2013,2013 Past Studios | Travelling Studios | MSD,1489,unique,subjects-timetable|international
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/past-studios/2012,2012 Past Studios | Travelling Studios | MSD,1423,unique,subjects-timetable|international
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/past-studios/2011,2011 Past Studios | Travelling Studios | MSD,1196,unique,subjects-timetable|international|contacts-support
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/past-studios/2010,2010 Past Studios | Travelling Studios | MSD,807,unique,subjects-timetable|international
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/past-studios/2009,2009 Past Studios | Travelling Studios | MSD,1109,unique,subjects-timetable|international
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/past-studios/2008,2008 Past Studios | Travelling Studios | MSD,437,unique,subjects-timetable|international
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/internships-vocational-placements/abpl90434-construction-management-internship,ABPL90434 Construction Management Internship,697,unique,placements-WIL|subjects-timetable|careers-employability|graduation
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/internships-vocational-placements/abpl90434-construction-management-internship/how-to-apply,How to apply | ABPL90434,668,unique,placements-WIL|subjects-timetable|forms-admin
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/student-experience/peer-mentoring-program/register-for-msd-peer-mentoring,Redirecting...,0,redirect,student-life|forms-admin
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/student-experience/access-and-id-cards/student-card-access-error-webform,Redirecting...,0,redirect,student-life|forms-admin
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/student-experience/it-support/requestfeedback-form,Redirecting...,0,redirect,IT-systems|student-life|forms-admin|contacts-support
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/student-experience/clubs-and-societies/information-for-clubs,Information for clubs,1641,unique,student-life|clubs-events|subjects-timetable|IT-systems
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/student-experience/student-newsletters/n01-edsc-newsletter-submission-form,Redirecting...,0,redirect,student-life|forms-admin
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/student-experience/msdx-and-student-exhibitions/key-dates,Key dates,585,unique,student-life|clubs-events
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/student-experience/msdx-and-student-exhibitions/msd-student-curator-group,MSD Student Curator Group,772,unique,student-life|clubs-events|subjects-timetable|contacts-support
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/student-experience/msdx-and-student-exhibitions/installation-tips,Install tips and equipment,711,unique,student-life|clubs-events|subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/student-experience/deans-honours-awards/2023,Dean's Honours Awards 2023,1877,unique,student-life|graduation
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/student-experience/deans-honours-awards/2024,Dean's Honours Awards 2024,1924,unique,student-life|graduation
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters/architecture-construction,Master of Architecture/Master of Construction,954,unique,course-planning|careers-employability|graduation
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters/architecture-landscape-architecture,Master of Architecture/Master of Landscape Architecture,786,unique,course-planning|graduation
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters/architecture-property,Master of Architecture/Master of Property,647,unique,course-planning|careers-employability|graduation
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters/architecture-urban-design,Master of Architecture/Master of Urban Design,676,unique,course-planning|student-life
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters/architecture-urban-cultural-heritage,Master of Architecture/Master of Urban and Cultural Heritage,651,unique,course-planning
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters/architecture-urban-planning,Master of Architecture/Master of Urban Planning,711,unique,course-planning|student-life
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters/construction-property,Master of Construction/Master of Property,960,unique,course-planning|careers-employability|graduation
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters/landscape-architecture-urban-design,Master of Landscape Architecture/Master of Urban Design,725,unique,course-planning
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters/landscape-urban-planning,Master of Landscape/Master of Urban Planning,763,unique,course-planning|student-life
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters/property-urban-planning,Master of Property/Master of Urban Planning,723,unique,course-planning|careers-employability|student-life|graduation
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters/urban-planning-urban-design,Master of Urban Planning/Master of Urban Design,599,unique,course-planning|student-life
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/enrolment/list-of-forms/application-for-extension/extension-application-form,Redirecting...,0,redirect,forms-admin|special-consideration|enrolment
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-urban-planning/up-2023_sm2-studios/mup-studio,MUP Studio,565,unique,subjects-timetable|research-candidature
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-urban-design/ud-2023_sm2-studios/studio-a,Studio A,1518,unique,subjects-timetable|contacts-support
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm2_2025/the-city-as-design,The City as Design Project,1412,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm2_2025/go-east-young-woman,Go East Young Wo(Man),1076,unique,subjects-timetable|student-life
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-urban-design/ud-2023_sm2-studios/thesis-studio,Thesis Studio,987,unique,subjects-timetable|research-candidature
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-landscape-architecture/la_sm1_2026/material-traces,MATERIAL TRACES,815,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-landscape-architecture/la_sm1_2026/darebin-resilience,DESIGNING RIPIARIAN SYSTEMS FOR RESILIENCE & CULTURAL MEANING,1275,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/caretaker-studio,Caretaker Studio,791,unique,subjects-timetable|IT-systems|inclusion-equity
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/unbounding-ground,Unbounding Ground,729,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/narrating-ground,Narrating Ground,740,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/yern-da-ville,Yern-da-ville,811,unique,subjects-timetable|special-consideration
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/html,HTML,848,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/threshold,Threshold,1347,unique,subjects-timetable|student-life|contacts-support
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/five-mile-creek,Five Mile Creek,941,unique,subjects-timetable|student-life|inclusion-equity
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/inland,Inland,662,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/the-mansion-and-the-lagoon,The Mansion and The Lagoon,1043,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/healing-the-city,Healing the City,1035,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/the-broken-box,The Broken Box,940,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/living-island,Living Island,773,unique,subjects-timetable|student-life|clubs-events
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm1_2026/nothing-special,Nothing Special,811,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm1_2026/barbican,BARBICAN Independent London,958,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm1_2026/denatured-visions,Sweating out the Toxins,913,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm1_2026/basin,Basin,936,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm1_2026/church-studio,CHURCH Studio,1193,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm1_2026/flats,Flats,704,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm1_2026/future-casting,Future Casting,799,unique,subjects-timetable|inclusion-equity
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm1_2026/domesticity-inside-out,Domesticity Inside Out,749,unique,subjects-timetable|library
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/e_sm1_2026/vernacular-spectacular,Vernacular Spectacular,728,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/e_sm1_2026/material-metaphors,Material Metaphors,713,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/e_sm1_2026/cenobio-endgame,Cenobio,826,unique,subjects-timetable|forms-admin
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/e_sm1_2026/wasteocene,Wasteocene,1199,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/e_sm1_2026/bothy,Bothy,734,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/e_sm1_2026/space-for-hire,Light Industry,773,unique,subjects-timetable|careers-employability|student-life|contacts-support
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/e_sm1_2026/NotOnlyButAlso,Not Only But Also,835,unique,subjects-timetable|student-life
abp,ABP,faculty,"https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/open-animal,-vegetable,-mineral","Animal, Vegetable, Mineral : Architecture in the Anthropocene",712,unique,subjects-timetable|research-candidature
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/collective-housing,Housing Studio,789,unique,subjects-timetable|research-candidature
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/nightingale-night-school,Nightingale Night School,910,unique,subjects-timetable|research-candidature|fees-finance
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/open-rememory,Open Studio: Rememory,786,unique,subjects-timetable|research-candidature|forms-admin
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/re-up,Re-Up,934,unique,subjects-timetable|research-candidature|contacts-support
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/future-civic,Open Studio: Future Civic,1505,unique,subjects-timetable|research-candidature
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/open-worlding,Open Studio: Worlding,1320,unique,subjects-timetable|research-candidature
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/open-studio-parts-unknown,Open Studio: Parts Unknown,755,unique,subjects-timetable|research-candidature
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2014,2014 Studio Archive | Melbourne School of Design,291,unique,subjects-timetable|enrolment|course-planning|academic-skills
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2015,2015 Studio Archive | Melbourne School of Design,291,unique,subjects-timetable|enrolment|course-planning|academic-skills
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2016,2016 Studio Archive | Melbourne School of Design,291,unique,subjects-timetable|enrolment|course-planning|academic-skills
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017,2017 Studio Archive | Melbourne School of Design,753,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2018,2018 Studio Archive | Melbourne School of Design,557,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2019,2019 Studio Archive | Melbourne School of Design,588,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2020,2020 Studio Archive | Melbourne School of Design,589,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2021,2021 Studio Archive | Melbourne School of Design,605,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2022,2022 Studio Archive | Melbourne School of Design,627,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2023,2023 Studio Archive | Melbourne School of Design,603,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2024,2024,525,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2026,2025,521,unique,subjects-timetable|student-life
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/past-studios,Past Studios | Travelling Studios | Melbourne School of Design,397,unique,subjects-timetable|international
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/internships-vocational-placements/abpl90434-construction-management-internship/self-sourced,Self-sourced internships | ABPL90434,1289,unique,placements-WIL|subjects-timetable|forms-admin
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/internships-vocational-placements/abpl90434-construction-management-internship/information-for-hosts,Information for hosts | ABPL90434,1059,unique,placements-WIL|subjects-timetable|forms-admin
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SUM-studios/studio-4,Summer Design Studio 4,610,unique,subjects-timetable|forms-admin
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SUM-studios/studio-10,Summer Design Studio 10,634,unique,subjects-timetable|contacts-support|research-candidature
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SUM-studios/studio-21,Summer Design Studio 21,649,unique,subjects-timetable|student-life|clubs-events
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SUM-studios/studio-22,Summer Design Studio 22,758,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SUM-studios/studio-27,Summer Design Studio 27,573,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-1,Semester 1 2017 Studio 1,997,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-2,Semester 1 2017 Studio 2,889,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-3,Semester 1 2017 Studio 3,907,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-5,Semester 1 2017 Studio 5 (Urban Design C),495,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-6,Semester 1 2017 Studio 6,977,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-7,Semester 1 2017 Studio 7,651,unique,subjects-timetable|graduation|international
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-9,Semester 1 2017 Studio 9,638,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-10,Semester 1 2017 Studio 10 (Urban Design C),806,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-11,Semester 1 2017 Studio 11,677,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-12,Semester 1 2017 Studio 12,721,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-13,Semester 1 2017 Studio 13,680,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-14,Semester 1 2017 Studio 14,735,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-16,Semester 1 2017 Studio 16,699,unique,subjects-timetable
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-18,Semester 1 2017 Studio 18,981,unique,subjects-timetable|student-life
abp,ABP,faculty,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-19,Semester 1 2017 Studio 19,736,unique,subjects-timetable|student-life|clubs-events|research-candidature
