unit_slug,faculty,level,url,title,wordCount,classification,topics
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/eng-and-it-community/scholarships,"Engineering and IT undergraduate scholarships, The University of Melbourne",569,unique,scholarships|orientation|student-life|graduation
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/international-opportunities/ICMP,Intercultural Career Mentoring Program,2516,redirect,orientation|international|careers-employability|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/frequently-asked-questions,Frequently Asked Questions,287,unique,scholarships|orientation|contacts-support|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/image-galleries,Image galleries,307,unique,scholarships|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/undergraduate/subject-prizes-1,Undergraduate Prizes,433,unique,scholarships|orientation|graduation|subjects-timetable
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/community-awards,Community Awards,489,unique,scholarships|student-life|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/deans-honours-award,Dean’s Honours List,349,unique,scholarships|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/research/getting-started/building-access,Building access and ID cards - Graduate Researchers - Current Students - Faculty of Engineering and Information Technology,692,unique,IT-systems|research-candidature|orientation|graduation
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/research/getting-started/arrival-checklist,Arrival and commencement checklist,1116,mixed,orientation|research-candidature|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/research/study-resources/progress-review,Reviewing your progress,1859,unique,orientation|research-candidature|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/research/study-resources/course-requirements,Course requirements,823,unique,orientation|research-candidature|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/research/study-resources/submitting-your-thesis,Submitting your thesis and beyond,946,unique,research-candidature|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/research/study-resources/services-support-activities,"Services, support and activities",567,unique,orientation|contacts-support|research-candidature|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/graduate-research-awards,Graduate Research Prizes,428,unique,scholarships|research-candidature|graduation|orientation
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/scholarships,Scholarships for Graduate Researchers,728,unique,scholarships|research-candidature|orientation|graduation
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships/scholarships/acusensus-scholarship-for-women-in-engineering,Acusensus Scholarship for Women in STEM,522,unique,scholarships|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/orientation/after-orientation/whats-next/sap/scholarships/scholarships/m.k.n.-johansen-scholarship-for-the-advancement-of-municipal-engineering,~ Page not found,433,redirect,scholarships|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/professional-skills-series,Professional Skills Series,594,unique,orientation|careers-employability|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/mentoring-volunteering,Mentoring & Volunteering,375,unique,student-life|orientation|careers-employability|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships/terms/engineering-and-it-commencing-scholarship-terms-and-conditions,Engineering & IT Commencing Scholarship Terms and Conditions,707,unique,scholarships|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/scholarships/winter-round,"Winter Round, 2026",460,unique,scholarships|orientation|research-candidature|graduation
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/research/life-at-feit/student-profile,Meet our graduate researchers,3201,unique,research-candidature|orientation|graduation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships/terms/engineering-and-it-coursework-scholarship-terms-and-conditions,Engineering & IT Coursework Scholarship Terms and Conditions,929,unique,scholarships|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/research/life-at-feit/student-clubs,Student clubs and societies,445,unique,orientation|clubs-events|research-candidature|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/research/life-at-feit/thesis-writing-events,Thesis writing events,572,unique,research-candidature|orientation|clubs-events|academic-skills
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/research/life-at-feit/award-winners,FEIT award winners 2023,506,unique,scholarships|orientation|research-candidature|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/research/life-at-feit/internships,Internships - Graduate Researchers - Current Students - Faculty of Engineering and Information Technology,478,unique,research-candidature|placements-WIL|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas,Global Experience,458,unique,orientation|international|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/program,Engineering & IT Orientation Program,1063,unique,orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation,Graduate Orientation,494,unique,orientation|graduation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/employability-in-engineering-and-information-technology,Employability in Engineering and Information Technology,1281,mixed,IT-systems|orientation|careers-employability
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/domestic-internship-opportunities,Domestic Internships,335,unique,placements-WIL|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/practice-hurdle,Engineering Practice Hurdle,516,unique,orientation|exams-results|placements-WIL|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/self-sourced-international,International internships,4609,mixed,placements-WIL|orientation|international|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/internship-no-credit,Not-for-Credit Internships,694,unique,placements-WIL|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/progress-your-career/well-being-series/clubs,Student Clubs and Societies,473,redirect,orientation|clubs-events|wellbeing-health|careers-employability
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation,Before Orientation,535,unique,orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation,After Orientation,312,unique,orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/clubs/our-clubs/melbourne-university-geomatics-society-mugs,Melbourne University Geomatics Society (MUGS),493,unique,clubs-events|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/clubs/our-clubs/drone-aviation-and-racing-engineering-society,Drone Aviation and Racing Engineering Society,401,unique,clubs-events|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/mentoring-volunteering/salp,Student Ambassador Leadership Program,726,unique,orientation|student-life|careers-employability|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/industry-series/feit-hackathon-festival,FEIT Hackathon Festival,2177,unique,clubs-events|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/industry-series/all-industry-events,Industry Events,424,unique,orientation|clubs-events|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/clubs/our-clubs/melbourne-university-civil-and-structural-society,Melbourne University Civil and Structural Society,412,unique,clubs-events|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/mentoring-volunteering/peer-connect-program,Peer Connect Program,1614,unique,student-life|orientation|careers-employability|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/clubs/our-clubs/mechanical-engineering-student-society-mess,Mechanical Engineering Student Society,397,unique,clubs-events|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/industry-series/diversity-and-inclusion-case-competition,Diversity & Inclusion Case Competition,546,unique,inclusion-equity|orientation|clubs-events|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/internship-subjects,Internships - Students - Faculty of Engineering and Information Technology,728,unique,placements-WIL|orientation|IT-systems|subjects-timetable
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/feit-students-study-abroad-and-exchange/international-research,International Research Opportunities,789,unique,international|research-candidature|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/feit-students-study-abroad-and-exchange,Study abroad and exchange,543,unique,international|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/global-challenges-in-engineering-jakarta,Global Challenges in Engineering – Jakarta,1990,unique,international|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships/round-two,Round 3 Scholarships,460,unique,scholarships|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships/round-one,Round 1 Scholarships,570,unique,scholarships|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/keep-in-touch/eng-and-it-calendar/upcoming-events,Upcoming events,342,unique,orientation|clubs-events|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/progress-your-career/internship,Internships - Coursework Students - Current Students - Faculty of Engineering and Information Technology,601,redirect,placements-WIL|orientation|IT-systems|careers-employability
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/keep-in-touch/eng-and-it-calendar,FEIT Student Event Calendar,368,unique,orientation|clubs-events|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/progress-your-career/mse-experience-series/professional-skills,Professional Skills Series,594,redirect,orientation|careers-employability|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/ICMP,Intercultural Career Mentoring Program,2516,unique,orientation|international|careers-employability|IT-systems
feit,FEIT,faculty,"https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/scholarships/other-scholarships,-2023",Other Scholarships,522,unique,scholarships|orientation|research-candidature|graduation
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships/other-scholarships,Other Scholarships,552,unique,scholarships|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/community-awards/winners,Previous Community Awards winners,323,unique,scholarships|student-life|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships/round-1a-scholarships,Round 2 Scholarships,399,unique,scholarships|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/community-awards/nominate,Nominate for the Community Awards,1038,unique,scholarships|student-life|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/2025-spotlight-celebration-image-gallery,2025 Spotlight Celebration Image Gallery,302,unique,scholarships|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/2022-spotlight-celebration-image-gallery,2022 Spotlight Celebration Image Gallery,293,unique,scholarships|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/2023-spotlight-celebration-image-gallery,2023 Spotlight Celebration Image Gallery,293,unique,scholarships|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/2024-spotlight-celebration-image-gallery,2024 Spotlight Celebration Image Gallery,293,unique,scholarships|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/scholarships/scholarships/travel,Engineering and IT Conference Travel Grant,1739,unique,scholarships|orientation|research-candidature|graduation
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/practice-hurdle/step,Skills Towards Employment Program,469,unique,orientation|placements-WIL|exams-results|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/scholarships/summer-round,"Summer Round, 2026",750,unique,scholarships|orientation|research-candidature|graduation
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/Peter%20Hall%20Building,~ Page not found,441,redirect,orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/Melbourne%20Connect%20Building,~ Page not found,441,redirect,orientation|student-life|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships/terms,Engineering and IT Scholarship Terms and Conditions,418,unique,scholarships|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/community-awards/faqs,Community Awards FAQs,873,unique,scholarships|student-life|orientation|contacts-support
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/deans-honours-award/faqs,FAQs,734,unique,scholarships|orientation|contacts-support|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/deans-honours-award/honour-roll,Honour roll,312,unique,scholarships|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/deans-honours-award/eligibility-and-selection-criteria,Eligibility and selection criteria,475,unique,scholarships|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/university-sourced-internships,University-sourced internships,4456,mixed,placements-WIL|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/self-sourced,Self-sourced internships,4864,mixed,placements-WIL|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/practice-hurdle/internship-no-credit,Not-for-Credit Internships,697,unique,placements-WIL|orientation|exams-results|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/plan-to-attend-melbourne-orientation/new-student-checklist-domestic-students,New Student Checklist (Domestic Students),669,mixed,orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/class-registration/enrolling-in-subjects,Graduate Coursework Students (Domestic),474,mixed,orientation|subjects-timetable|graduation|enrolment
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/preparing-for-and-securing-an-internship,~ Page not found,454,redirect,placements-WIL|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/class-registration/mytimetable,Graduate Coursework Students (International),523,mixed,orientation|subjects-timetable|international|graduation
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/finalising-enrolment/accepting-offers,Intro to Uni,553,unique,orientation|enrolment|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/finalising-enrolment/enrolment-and-assistance,Welcome to Melbourne: International Student Webinars,887,unique,orientation|enrolment|international|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/progress-your-career/internship/faq,Frequently Asked Questions,3148,redirect,orientation|contacts-support|placements-WIL|careers-employability
feit,FEIT,faculty,"https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/improve-your-english,-communication-and-academic-skills/academic-skills",Academic Skills,306,unique,orientation|academic-skills|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/further-support/how-to-plan-your-course,How to plan your course?,2512,mixed,orientation|contacts-support|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/further-support/covid-19-student-support,COVID-19 Student Support,291,unique,orientation|contacts-support|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/explore-university-platforms-and-systems/international-student-resources,International Student Resources,312,unique,orientation|international|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/further-support/manage-your-course,Manage your Course,291,unique,orientation|contacts-support|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/plan-to-attend-melbourne-orientation/new-student-checklist-international-students,New Student Checklist (International Students),756,mixed,orientation|international|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/explore-university-platforms-and-systems/melbourne-talks,Melbourne Talks,600,unique,orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/explore-university-platforms-and-systems/international-student-support,International Student Support,583,mixed,orientation|international|contacts-support|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/further-support/my-course-planner,My Course Planner,2057,unique,orientation|course-planning|contacts-support|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/further-support/faculty-course-planning-resources,Faculty Course Planning Resources,1270,mixed,orientation|course-planning|contacts-support|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/technology-requirements-and-available-resources/calculator-policy,Calculator Policy,365,unique,orientation|forms-admin|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/your-feedback/feedback,Orientation feedback survey,332,unique,orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/technology-requirements-and-available-resources/student-it-contact,Student IT Contact,502,unique,orientation|contacts-support|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/keep-in-touch/newsletter,ENG & IT Express Newsletter,648,unique,orientation|IT-systems
feit,FEIT,faculty,"https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/improve-your-english,-communication-and-academic-skills/academic-english-tutorials",Academic English Tutorials,667,unique,orientation|subjects-timetable|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/whats-next/student-resources-and-services,Student Resources & Services,539,unique,orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/technology-requirements-and-available-resources/chat-with-student-it,Chat with Student IT,373,unique,orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/technology-requirements-and-available-resources/student-it,Student IT,715,unique,orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/technology-requirements-and-available-resources/general-software-for-uom-students,General Software for UoM Students,451,unique,orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/whats-next/coursework-students,Coursework Students,459,unique,orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/feit-students-study-abroad-and-exchange/international-research/ku-star,Kyoto University Short-Term Academic Research (KU-STAR) Summer Research Program (Summer: Nov - Feb),1151,unique,research-candidature|international|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/feit-students-study-abroad-and-exchange/international-research/catholic-university-of-louvain-summer-research-program-summer-nov-feb,Catholic University of Louvain Summer Research Program (Summer: Nov - Feb),1187,unique,research-candidature|international|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/feit-students-study-abroad-and-exchange/international-research/kaist-visiting-student-researcher-program,"Korea Advanced Institute of Science and Technology (KAIST), Daejeon, South Korea",1549,unique,international|orientation|IT-systems|research-candidature
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/feit-students-study-abroad-and-exchange/international-research/kaist-visiting-student-researcher-program2,Pohang University of Science and Technology (POSTECH),1461,unique,international|orientation|IT-systems|research-candidature
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/feit-students-study-abroad-and-exchange/international-research/university-of-twente-summer-research-program-summer-nov-feb,University of Twente Summer Research Program (Summer: Nov - Feb),1151,unique,research-candidature|international|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/feit-students-study-abroad-and-exchange/graduate-coursework-and-research-students,Graduate Coursework and Research Students,800,unique,research-candidature|orientation|international|graduation
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/industry-series/feit-hackathon-festival/2025-hackathon-festival-image-gallery,2025 Hackathon Festival Image Gallery,296,unique,clubs-events|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/industry-series/diversity-and-inclusion-case-competition/how-does-it-work,How Does It Work?,587,unique,orientation|inclusion-equity|clubs-events|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/industry-series/diversity-and-inclusion-case-competition/who-can-participate,Eligibility,396,unique,orientation|inclusion-equity|clubs-events|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/industry-series/diversity-and-inclusion-case-competition/prizes,Prizes,428,unique,scholarships|orientation|inclusion-equity|clubs-events
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/scholarships/scholarships/phd-write-up-award,"PhD Write Up Award: Engineering and IT students, The University of Melbourne",494,unique,scholarships|research-candidature|orientation|graduation
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/feit-students-study-abroad-and-exchange/international-coursework-opportunities/upcoming-short-term-coursework-opportunities,Upcoming Opportunities,1049,unique,international|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/feit-students-study-abroad-and-exchange/saex-funding-and-scholarships,FEIT Student Exchange Funding and Scholarships,636,unique,international|scholarships|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships/scholarships/stephen-ho-accelerator-grant,Stephen Ho Accelerator Grant,797,unique,scholarships|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships/scholarships/stephen-ho-innovation-awards,Stephen Ho Innovation Awards,539,unique,scholarships|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships/scholarships/john-balfour,John Balfour Memorial Scholarship,498,unique,scholarships|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/community-awards/winners/2022-winners,2022 winners,349,unique,scholarships|orientation|student-life|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/community-awards/winners/2025-winners,2025 winners,328,unique,scholarships|orientation|student-life|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/community-awards/winners/2023-winners,2023 winners,352,unique,scholarships|orientation|student-life|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/community-awards/winners/2024-winners,2024 winners,344,unique,scholarships|orientation|student-life|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/faq,Frequently Asked Questions,3148,unique,orientation|contacts-support|placements-WIL|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/whats-next/coursework-students/deans-honours-award,Dean’s Honours List,353,unique,orientation|scholarships|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/deans-honours-award/school-of-computing-and-information-systems-1,2022 Dean’s Honours List,849,unique,scholarships|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/whats-next/coursework-students/scholarships,Scholarships - Coursework Students - Current Students - Faculty of Engineering and Information Technology,787,unique,orientation|scholarships|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/whats-next/coursework-students/coursework-prizes,Coursework Prizes,631,unique,orientation|scholarships|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/deans-honours-award/2024,2024 Dean's Honours List,820,unique,scholarships|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/progress-your-career/feit-students-study-abroad-and-exchange/saex-funding-and-scholarships,FEIT Student Exchange Funding and Scholarships,636,redirect,scholarships|orientation|international|careers-employability
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/deans-honours-award/2023,2023 Dean’s Honours List,880,unique,scholarships|orientation|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/progress-your-career/sap/scholarships/terms/engineering-and-it-coursework-scholarship-terms-and-conditions,Engineering & IT Coursework Scholarship Terms and Conditions,933,unique,scholarships|orientation|careers-employability|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/whats-next/coursework-students/scholarships/round-1a-scholarships,Round 2 Scholarships,403,unique,orientation|scholarships|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/whats-next/coursework-students/scholarships/round-two,Round 3 Scholarships,464,unique,orientation|scholarships|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/whats-next/coursework-students/scholarships/other-scholarships,Other Scholarships,556,unique,orientation|scholarships|IT-systems
feit,FEIT,faculty,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/whats-next/coursework-students/scholarships/round-one,Round 1 Scholarships,574,unique,orientation|scholarships|IT-systems
arts,Arts,faculty,https://arts.unimelb.edu.au/students,Current students | Faculty of Arts,684,mixed,graduation|orientation|research-candidature|contacts-support
arts,Arts,faculty,https://arts.unimelb.edu.au/students/arts-student-advisory-council,Arts Student Advisory Council,1489,unique,student-life|graduation|contacts-support|forms-admin
arts,Arts,faculty,https://arts.unimelb.edu.au/students/arts-student-ambassadors,Arts Student Ambassadors,991,unique,student-life|clubs-events|careers-employability
arts,Arts,faculty,https://arts.unimelb.edu.au/students/arts-west-disability-access,Arts West building disability access,351,unique,inclusion-equity|wellbeing-health|careers-employability|contacts-support
arts,Arts,faculty,https://arts.unimelb.edu.au/students/employability-in-arts,Employability in Arts,809,mixed,careers-employability|inclusion-equity|international|placements-WIL
arts,Arts,faculty,https://arts.unimelb.edu.au/students/experiential-learning,Experiential Learning,1770,mixed,placements-WIL|careers-employability|subjects-timetable|IT-systems
