unit_slug,faculty,classification,wordCount,hubLinks,url,title,topOutboundHosts
feit,FEIT,unique,368,0,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/keep-in-touch/eng-and-it-calendar,FEIT Student Event Calendar,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,redirect,594,0,https://eng.unimelb.edu.au/students/coursework/progress-your-career/mse-experience-series/professional-skills,Professional Skills Series,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,2516,0,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/ICMP,Intercultural Career Mentoring Program,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,522,0,"https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/scholarships/other-scholarships,-2023",Other Scholarships,www.unimelb.edu.au:7;scholarships.unimelb.edu.au:5;about.unimelb.edu.au:4
feit,FEIT,unique,552,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships/other-scholarships,Other Scholarships,www.unimelb.edu.au:7;scholarships.unimelb.edu.au:6;about.unimelb.edu.au:4
feit,FEIT,unique,323,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/community-awards/winners,Previous Community Awards winners,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,399,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships/round-1a-scholarships,Round 2 Scholarships,www.unimelb.edu.au:7;scholarships.unimelb.edu.au:5;about.unimelb.edu.au:4
feit,FEIT,unique,1038,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/community-awards/nominate,Nominate for the Community Awards,www.unimelb.edu.au:7;eng.unimelb.edu.au:4;about.unimelb.edu.au:4
feit,FEIT,unique,302,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/2025-spotlight-celebration-image-gallery,2025 Spotlight Celebration Image Gallery,eng.unimelb.edu.au:63;www.unimelb.edu.au:7;about.unimelb.edu.au:4
feit,FEIT,unique,293,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/2022-spotlight-celebration-image-gallery,2022 Spotlight Celebration Image Gallery,eng.unimelb.edu.au:235;www.unimelb.edu.au:7;about.unimelb.edu.au:4
feit,FEIT,unique,293,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/2023-spotlight-celebration-image-gallery,2023 Spotlight Celebration Image Gallery,eng.unimelb.edu.au:259;www.unimelb.edu.au:7;about.unimelb.edu.au:4
feit,FEIT,unique,293,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/2024-spotlight-celebration-image-gallery,2024 Spotlight Celebration Image Gallery,eng.unimelb.edu.au:201;www.unimelb.edu.au:7;about.unimelb.edu.au:4
feit,FEIT,unique,1739,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/scholarships/scholarships/travel,Engineering and IT Conference Travel Grant,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,469,0,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/practice-hurdle/step,Skills Towards Employment Program,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,750,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/scholarships/summer-round,"Summer Round, 2026",scholarships.unimelb.edu.au:7;www.unimelb.edu.au:7;about.unimelb.edu.au:4
feit,FEIT,redirect,441,0,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/Peter%20Hall%20Building,~ Page not found,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:3
feit,FEIT,redirect,441,0,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/Melbourne%20Connect%20Building,~ Page not found,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:3
feit,FEIT,unique,418,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships/terms,Engineering and IT Scholarship Terms and Conditions,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,873,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/community-awards/faqs,Community Awards FAQs,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,734,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/deans-honours-award/faqs,FAQs,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,312,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/deans-honours-award/honour-roll,Honour roll,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,475,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/deans-honours-award/eligibility-and-selection-criteria,Eligibility and selection criteria,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,mixed,4456,13,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/university-sourced-internships,University-sourced internships,students.unimelb.edu.au:13;handbook.unimelb.edu.au:8;www.unimelb.edu.au:8
feit,FEIT,mixed,4864,13,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/self-sourced,Self-sourced internships,students.unimelb.edu.au:13;handbook.unimelb.edu.au:8;www.unimelb.edu.au:8
feit,FEIT,unique,697,0,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/practice-hurdle/internship-no-credit,Not-for-Credit Internships,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,mixed,669,12,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/plan-to-attend-melbourne-orientation/new-student-checklist-domestic-students,New Student Checklist (Domestic Students),students.unimelb.edu.au:12;www.unimelb.edu.au:8;about.unimelb.edu.au:4
feit,FEIT,mixed,474,8,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/class-registration/enrolling-in-subjects,Graduate Coursework Students (Domestic),students.unimelb.edu.au:8;www.unimelb.edu.au:7;about.unimelb.edu.au:4
feit,FEIT,redirect,454,0,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/preparing-for-and-securing-an-internship,~ Page not found,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:3
feit,FEIT,mixed,523,11,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/class-registration/mytimetable,Graduate Coursework Students (International),students.unimelb.edu.au:11;www.unimelb.edu.au:7;about.unimelb.edu.au:4
feit,FEIT,unique,553,2,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/finalising-enrolment/accepting-offers,Intro to Uni,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,887,4,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/finalising-enrolment/enrolment-and-assistance,Welcome to Melbourne: International Student Webinars,bookings.events.unimelb.edu.au:8;www.unimelb.edu.au:7;echo360.net.au:6
feit,FEIT,redirect,3148,7,https://eng.unimelb.edu.au/students/coursework/progress-your-career/internship/faq,Frequently Asked Questions,www.unimelb.edu.au:8;students.unimelb.edu.au:7;about.unimelb.edu.au:4
feit,FEIT,unique,306,0,"https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/improve-your-english,-communication-and-academic-skills/academic-skills",Academic Skills,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,mixed,2512,17,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/further-support/how-to-plan-your-course,How to plan your course?,students.unimelb.edu.au:17;www.unimelb.edu.au:7;handbook.unimelb.edu.au:5
feit,FEIT,unique,291,0,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/further-support/covid-19-student-support,COVID-19 Student Support,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,312,0,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/explore-university-platforms-and-systems/international-student-resources,International Student Resources,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,291,0,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/further-support/manage-your-course,Manage your Course,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,mixed,756,18,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/plan-to-attend-melbourne-orientation/new-student-checklist-international-students,New Student Checklist (International Students),students.unimelb.edu.au:18;www.unimelb.edu.au:8;about.unimelb.edu.au:4
feit,FEIT,unique,600,0,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/explore-university-platforms-and-systems/melbourne-talks,Melbourne Talks,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,mixed,583,15,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/explore-university-platforms-and-systems/international-student-support,International Student Support,students.unimelb.edu.au:15;www.unimelb.edu.au:7;about.unimelb.edu.au:4
feit,FEIT,unique,2057,4,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/further-support/my-course-planner,My Course Planner,www.unimelb.edu.au:7;students.unimelb.edu.au:4;about.unimelb.edu.au:4
feit,FEIT,mixed,1270,25,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/further-support/faculty-course-planning-resources,Faculty Course Planning Resources,students.unimelb.edu.au:25;handbook.unimelb.edu.au:11;www.youtube.com:8
feit,FEIT,unique,365,0,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/technology-requirements-and-available-resources/calculator-policy,Calculator Policy,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,332,0,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/your-feedback/feedback,Orientation feedback survey,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,502,0,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/technology-requirements-and-available-resources/student-it-contact,Student IT Contact,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,648,1,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/keep-in-touch/newsletter,ENG & IT Express Newsletter,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:3
feit,FEIT,unique,667,1,"https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/improve-your-english,-communication-and-academic-skills/academic-english-tutorials",Academic English Tutorials,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,539,3,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/whats-next/student-resources-and-services,Student Resources & Services,www.unimelb.edu.au:7;about.unimelb.edu.au:4;students.unimelb.edu.au:3
feit,FEIT,unique,373,0,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/technology-requirements-and-available-resources/chat-with-student-it,Chat with Student IT,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,715,0,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/technology-requirements-and-available-resources/student-it,Student IT,studentit.unimelb.edu.au:10;www.unimelb.edu.au:8;about.unimelb.edu.au:4
feit,FEIT,unique,451,0,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/technology-requirements-and-available-resources/general-software-for-uom-students,General Software for UoM Students,www.unimelb.edu.au:7;studentit.unimelb.edu.au:4;about.unimelb.edu.au:4
feit,FEIT,unique,459,0,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/whats-next/coursework-students,Coursework Students,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:3
feit,FEIT,unique,1151,1,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/feit-students-study-abroad-and-exchange/international-research/ku-star,Kyoto University Short-Term Academic Research (KU-STAR) Summer Research Program (Summer: Nov - Feb),www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,1187,1,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/feit-students-study-abroad-and-exchange/international-research/catholic-university-of-louvain-summer-research-program-summer-nov-feb,Catholic University of Louvain Summer Research Program (Summer: Nov - Feb),www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:3
feit,FEIT,unique,1549,1,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/feit-students-study-abroad-and-exchange/international-research/kaist-visiting-student-researcher-program,"Korea Advanced Institute of Science and Technology (KAIST), Daejeon, South Korea",www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,1461,1,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/feit-students-study-abroad-and-exchange/international-research/kaist-visiting-student-researcher-program2,Pohang University of Science and Technology (POSTECH),www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,1151,1,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/feit-students-study-abroad-and-exchange/international-research/university-of-twente-summer-research-program-summer-nov-feb,University of Twente Summer Research Program (Summer: Nov - Feb),www.unimelb.edu.au:7;about.unimelb.edu.au:4;www.utwente.nl:3
feit,FEIT,unique,800,2,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/feit-students-study-abroad-and-exchange/graduate-coursework-and-research-students,Graduate Coursework and Research Students,www.unimelb.edu.au:7;careersonline.unimelb.edu.au:4;about.unimelb.edu.au:4
feit,FEIT,unique,296,0,https://eng.unimelb.edu.au/students/coursework/student-experience/industry-series/feit-hackathon-festival/2025-hackathon-festival-image-gallery,2025 Hackathon Festival Image Gallery,eng.unimelb.edu.au:38;www.unimelb.edu.au:7;about.unimelb.edu.au:4
feit,FEIT,unique,587,0,https://eng.unimelb.edu.au/students/coursework/student-experience/industry-series/diversity-and-inclusion-case-competition/how-does-it-work,How Does It Work?,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,396,0,https://eng.unimelb.edu.au/students/coursework/student-experience/industry-series/diversity-and-inclusion-case-competition/who-can-participate,Eligibility,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,428,0,https://eng.unimelb.edu.au/students/coursework/student-experience/industry-series/diversity-and-inclusion-case-competition/prizes,Prizes,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,494,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/graduate-research-students/scholarships/scholarships/phd-write-up-award,"PhD Write Up Award: Engineering and IT students, The University of Melbourne",www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,1049,1,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/feit-students-study-abroad-and-exchange/international-coursework-opportunities/upcoming-short-term-coursework-opportunities,Upcoming Opportunities,www.unimelb.edu.au:7;studyos.students.unimelb.edu.au:5;about.unimelb.edu.au:4
feit,FEIT,unique,636,1,https://eng.unimelb.edu.au/students/coursework/student-experience/study-overseas/feit-students-study-abroad-and-exchange/saex-funding-and-scholarships,FEIT Student Exchange Funding and Scholarships,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,797,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships/scholarships/stephen-ho-accelerator-grant,Stephen Ho Accelerator Grant,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,539,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships/scholarships/stephen-ho-innovation-awards,Stephen Ho Innovation Awards,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,498,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/scholarships/scholarships/john-balfour,John Balfour Memorial Scholarship,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,349,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/community-awards/winners/2022-winners,2022 winners,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,328,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/community-awards/winners/2025-winners,2025 winners,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,352,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/community-awards/winners/2023-winners,2023 winners,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,344,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/community-awards/winners/2024-winners,2024 winners,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,3148,7,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/faq,Frequently Asked Questions,www.unimelb.edu.au:8;students.unimelb.edu.au:7;about.unimelb.edu.au:4
feit,FEIT,unique,353,0,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/whats-next/coursework-students/deans-honours-award,Dean’s Honours List,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,849,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/deans-honours-award/school-of-computing-and-information-systems-1,2022 Dean’s Honours List,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,787,0,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/whats-next/coursework-students/scholarships,Scholarships - Coursework Students - Current Students - Faculty of Engineering and Information Technology,www.unimelb.edu.au:7;eng.unimelb.edu.au:4;about.unimelb.edu.au:4
feit,FEIT,unique,631,0,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/whats-next/coursework-students/coursework-prizes,Coursework Prizes,www.unimelb.edu.au:7;scholarships.unimelb.edu.au:6;about.unimelb.edu.au:4
feit,FEIT,unique,820,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/deans-honours-award/2024,2024 Dean's Honours List,eng.unimelb.edu.au:12;www.unimelb.edu.au:7;about.unimelb.edu.au:4
feit,FEIT,redirect,636,1,https://eng.unimelb.edu.au/students/coursework/progress-your-career/feit-students-study-abroad-and-exchange/saex-funding-and-scholarships,FEIT Student Exchange Funding and Scholarships,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,880,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students/deans-honours-award/2023,2023 Dean’s Honours List,eng.unimelb.edu.au:14;www.unimelb.edu.au:7;about.unimelb.edu.au:4
feit,FEIT,unique,933,1,https://eng.unimelb.edu.au/students/coursework/progress-your-career/sap/scholarships/terms/engineering-and-it-coursework-scholarship-terms-and-conditions,Engineering & IT Coursework Scholarship Terms and Conditions,www.unimelb.edu.au:7;about.unimelb.edu.au:4;eng.unimelb.edu.au:2
feit,FEIT,unique,403,0,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/whats-next/coursework-students/scholarships/round-1a-scholarships,Round 2 Scholarships,www.unimelb.edu.au:7;scholarships.unimelb.edu.au:5;about.unimelb.edu.au:4
feit,FEIT,unique,464,0,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/whats-next/coursework-students/scholarships/round-two,Round 3 Scholarships,www.unimelb.edu.au:7;scholarships.unimelb.edu.au:5;about.unimelb.edu.au:4
feit,FEIT,unique,556,0,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/whats-next/coursework-students/scholarships/other-scholarships,Other Scholarships,www.unimelb.edu.au:7;scholarships.unimelb.edu.au:6;about.unimelb.edu.au:4
feit,FEIT,unique,574,0,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/whats-next/coursework-students/scholarships/round-one,Round 1 Scholarships,scholarships.unimelb.edu.au:11;www.unimelb.edu.au:7;about.unimelb.edu.au:4
arts,Arts,mixed,684,5,https://arts.unimelb.edu.au/students,Current students | Faculty of Arts,arts.unimelb.edu.au:7;www.unimelb.edu.au:7;students.unimelb.edu.au:5
arts,Arts,unique,1489,0,https://arts.unimelb.edu.au/students/arts-student-advisory-council,Arts Student Advisory Council,arts.unimelb.edu.au:13;www.unimelb.edu.au:7;about.unimelb.edu.au:4
arts,Arts,unique,991,0,https://arts.unimelb.edu.au/students/arts-student-ambassadors,Arts Student Ambassadors,arts.unimelb.edu.au:13;www.unimelb.edu.au:7;about.unimelb.edu.au:4
arts,Arts,unique,351,0,https://arts.unimelb.edu.au/students/arts-west-disability-access,Arts West building disability access,www.unimelb.edu.au:7;maps.unimelb.edu.au:4;about.unimelb.edu.au:4
arts,Arts,mixed,809,22,https://arts.unimelb.edu.au/students/employability-in-arts,Employability in Arts,students.unimelb.edu.au:22;www.unimelb.edu.au:9;about.unimelb.edu.au:4
arts,Arts,mixed,1770,0,https://arts.unimelb.edu.au/students/experiential-learning,Experiential Learning,handbook.unimelb.edu.au:16;www.unimelb.edu.au:7;about.unimelb.edu.au:4
arts,Arts,mixed,550,5,https://arts.unimelb.edu.au/students/graduate-coursework,Graduate coursework students,www.unimelb.edu.au:7;students.unimelb.edu.au:5;about.unimelb.edu.au:4
arts,Arts,mixed,456,1,https://arts.unimelb.edu.au/students/graduate-coursework/enrichment/diploma-in-languages,Diploma in Languages,handbook.unimelb.edu.au:13;edtech.le.unimelb.edu.au:9;www.unimelb.edu.au:7
arts,Arts,unique,353,0,https://arts.unimelb.edu.au/students/graduate-research,Graduate research,www.unimelb.edu.au:7;about.unimelb.edu.au:4;gradresearch.unimelb.edu.au:3
arts,Arts,mixed,893,4,https://arts.unimelb.edu.au/students/overseas-experience,Overseas experience,studyos.students.unimelb.edu.au:28;www.unimelb.edu.au:7;students.unimelb.edu.au:4
arts,Arts,mixed,676,2,https://arts.unimelb.edu.au/students/undergraduate,Undergraduate students,www.unimelb.edu.au:7;about.unimelb.edu.au:4;arts.unimelb.edu.au:3
arts,Arts,unique,346,0,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts/academic-mentoring,Academic Mentoring,www.unimelb.edu.au:7;about.unimelb.edu.au:4;arts.unimelb.edu.au:1
arts,Arts,mixed,1212,3,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts/diploma-in-languages,Diploma in Languages,handbook.unimelb.edu.au:20;edtech.le.unimelb.edu.au:9;www.unimelb.edu.au:7
arts,Arts,unique,1316,1,https://arts.unimelb.edu.au/students/career-mentoring,Arts Career Mentoring,www.unimelb.edu.au:7;about.unimelb.edu.au:4;catalog.lms.unimelb.edu.au:3
arts,Arts,unique,791,1,https://arts.unimelb.edu.au/students/experiential-learning/ema-internship-subject,EMA Internship Subject | Executive Master of Arts – UniMelb,www.unimelb.edu.au:7;about.unimelb.edu.au:4;artsunimelb.formstack.com:2
arts,Arts,unique,871,0,https://arts.unimelb.edu.au/students/experiential-learning/job-ready-program,Job Ready Program,careersonline.unimelb.edu.au:7;www.unimelb.edu.au:7;about.unimelb.edu.au:4
arts,Arts,unique,804,1,https://arts.unimelb.edu.au/students/experiential-learning/journalism-internship-subject,Journalism Internship | Master of Journalism & International Journalism – UniMelb,www.unimelb.edu.au:7;about.unimelb.edu.au:4;arts.unimelb.edu.au:1
arts,Arts,mixed,629,1,https://arts.unimelb.edu.au/students/experiential-learning/scc-graduate-internship-subjects,SCC Graduate Internship Subjects,www.unimelb.edu.au:7;about.unimelb.edu.au:4;handbook.unimelb.edu.au:3
arts,Arts,unique,306,1,https://arts.unimelb.edu.au/students/experiential-learning/industry-project,Industry Project (ARTS30001),www.unimelb.edu.au:7;about.unimelb.edu.au:4;handbook.unimelb.edu.au:2
arts,Arts,unique,891,1,https://arts.unimelb.edu.au/students/experiential-learning/internship-personal-and-career-growth,Internship: Personal & Career Growth | UniMelb Arts,www.unimelb.edu.au:7;about.unimelb.edu.au:4;handbook.unimelb.edu.au:2
arts,Arts,unique,276,0,https://arts.unimelb.edu.au/students/experiential-learning/the-big-idea,The Social Impact Project,www.unimelb.edu.au:7;about.unimelb.edu.au:4;arts.unimelb.edu.au:1
arts,Arts,mixed,987,22,https://students.unimelb.edu.au/course-admin/census-dates,Check your subject census dates : The University of Melbourne,students.unimelb.edu.au:22;ask.unimelb.edu.au:10;www.unimelb.edu.au:7
arts,Arts,mixed,316,15,https://students.unimelb.edu.au/course-admin/class-timetable,Class timetable | Current students | The University of Melbourne,students.unimelb.edu.au:15;www.unimelb.edu.au:7;about.unimelb.edu.au:4
arts,Arts,unique,224,0,https://arts.unimelb.edu.au/students/graduate-coursework/enrichment,Enrichment,www.unimelb.edu.au:7;about.unimelb.edu.au:4;arts.unimelb.edu.au:1
arts,Arts,unique,991,0,https://arts.unimelb.edu.au/students/graduate-coursework/enrichment/arts-student-ambassadors,Arts Student Ambassadors,arts.unimelb.edu.au:13;www.unimelb.edu.au:7;about.unimelb.edu.au:4
arts,Arts,mixed,1418,6,https://students.unimelb.edu.au/course-admin/cross-institutional-study,Cross-institutional study,www.unimelb.edu.au:7;students.unimelb.edu.au:6;ask.unimelb.edu.au:4
arts,Arts,unique,311,0,https://arts.unimelb.edu.au/students/graduate-coursework/enrichment/gshss-academic-culture-and-english-tutorials,GSHSS Academic Culture and English Tutorials,www.unimelb.edu.au:7;about.unimelb.edu.au:4;arts.unimelb.edu.au:1
arts,Arts,mixed,893,4,https://arts.unimelb.edu.au/students/graduate-coursework/enrich-your-program/overseas-experience,Overseas experience,studyos.students.unimelb.edu.au:28;www.unimelb.edu.au:7;students.unimelb.edu.au:4
arts,Arts,mixed,0,0,https://arts.unimelb.edu.au/students/graduate-coursework/manage-your-course,,
arts,Arts,mixed,718,10,https://students.unimelb.edu.au/course-admin/planning-your-course-and-subjects/study-load/overloading,Overloading | Current students | The University of Melbourne,students.unimelb.edu.au:10;www.unimelb.edu.au:7;about.unimelb.edu.au:4
arts,Arts,link-farm,141,0,https://arts.unimelb.edu.au/students/graduate-coursework/resources-and-support,Resources and support,www.unimelb.edu.au:7;about.unimelb.edu.au:4;arts.unimelb.edu.au:1
arts,Arts,unique,344,0,https://arts.unimelb.edu.au/students/graduate-coursework/resources-and-support/video-edit-suites,Video edit suites,www.unimelb.edu.au:7;about.unimelb.edu.au:4;arts.unimelb.edu.au:1
