unit_slug,faculty,level,page_type,url,title,wordCount,classification,topics
abp,ABP,faculty,archive,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2018/CDE-2018_SM1-Studios/studio-17,Studio 17,1006,mixed,subjects-timetable
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students,Current students | Faculty of Arts,684,mixed,research-candidature|orientation
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/arts-student-advisory-council,Arts Student Advisory Council,1489,unique,<untagged>
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/arts-student-ambassadors,Arts Student Ambassadors,991,unique,student-life|clubs-events
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/arts-west-disability-access,Arts West building disability access,351,unique,inclusion-equity|student-life|academic-skills
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/employability-in-arts,Employability in Arts,809,mixed,careers-employability|placements-WIL
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/experiential-learning,Experiential Learning,1770,mixed,subjects-timetable|placements-WIL|careers-employability
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-coursework,Graduate coursework students,550,mixed,subjects-timetable
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-coursework/enrichment/diploma-in-languages,Diploma in Languages,456,mixed,subjects-timetable|placements-WIL
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-research,Graduate research,353,mixed,research-candidature|enrolment
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/overseas-experience,Overseas experience,893,mixed,international|subjects-timetable
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/undergraduate,Undergraduate students,676,mixed,student-life|academic-skills
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts/academic-mentoring,Academic Mentoring,346,unique,placements-WIL|student-life|academic-skills
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts/diploma-in-languages,Diploma in Languages,1212,mixed,enrolment
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/career-mentoring,Arts Career Mentoring,1316,unique,careers-employability|contacts-support
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/experiential-learning/ema-internship-subject,EMA Internship Subject | Executive Master of Arts – UniMelb,791,mixed,placements-WIL|subjects-timetable
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/experiential-learning/job-ready-program,Job Ready Program,871,unique,careers-employability
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/experiential-learning/journalism-internship-subject,Journalism Internship | Master of Journalism & International Journalism – UniMelb,804,mixed,placements-WIL|subjects-timetable|international|enrolment
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/experiential-learning/scc-graduate-internship-subjects,SCC Graduate Internship Subjects,629,mixed,subjects-timetable|placements-WIL|enrolment
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/experiential-learning/industry-project,Industry Project (ARTS30001),306,mixed,placements-WIL|subjects-timetable
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/experiential-learning/internship-personal-and-career-growth,Internship: Personal & Career Growth | UniMelb Arts,891,mixed,placements-WIL|careers-employability|subjects-timetable
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/experiential-learning/the-big-idea,The Social Impact Project,276,unique,<untagged>
arts,Arts,faculty,content,https://students.unimelb.edu.au/course-admin/census-dates,Check your subject census dates : The University of Melbourne,987,mixed,enrolment|subjects-timetable
arts,Arts,faculty,content,https://students.unimelb.edu.au/course-admin/class-timetable,Class timetable | Current students | The University of Melbourne,316,mixed,subjects-timetable
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-coursework/enrichment,Enrichment,224,unique,student-life
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-coursework/enrichment/arts-student-ambassadors,Arts Student Ambassadors,991,unique,student-life|clubs-events
arts,Arts,faculty,content,https://students.unimelb.edu.au/course-admin/cross-institutional-study,Cross-institutional study,1418,mixed,subjects-timetable
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-coursework/enrichment/gshss-academic-culture-and-english-tutorials,GSHSS Academic Culture and English Tutorials,311,unique,subjects-timetable|course-planning|contacts-support
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-coursework/enrich-your-program/overseas-experience,Overseas experience,893,mixed,international|subjects-timetable
arts,Arts,faculty,stub,https://arts.unimelb.edu.au/students/graduate-coursework/manage-your-course,,0,link-farm,<untagged>
arts,Arts,faculty,content,https://students.unimelb.edu.au/course-admin/planning-your-course-and-subjects/study-load/overloading,Overloading | Current students | The University of Melbourne,718,mixed,enrolment|subjects-timetable
arts,Arts,faculty,stub,https://arts.unimelb.edu.au/students/graduate-coursework/resources-and-support,Resources and support,141,link-farm,placements-WIL
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-coursework/resources-and-support/video-edit-suites,Video edit suites,344,unique,subjects-timetable
arts,Arts,faculty,stub,https://arts.unimelb.edu.au/students/graduate-research/commencement,Commence your candidature,157,link-farm,research-candidature|enrolment
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-research/commencement/commencement-checklist,Commencement form checklist,320,unique,research-candidature|forms-admin
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-research/commencement/course-enrolment-information,Course enrolment information,913,mixed,research-candidature|enrolment
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-research/commencement/orientation-and-induction,Graduate Research Orientation,353,unique,research-candidature|orientation
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-research/commencement/overview-of-course-structure,Overview of course structure,1369,mixed,research-candidature|enrolment
arts,Arts,faculty,stub,https://arts.unimelb.edu.au/students/graduate-research/faqs,Support for your research,102,link-farm,research-candidature
arts,Arts,faculty,stub,https://arts.unimelb.edu.au/students/graduate-research/faqs/gr-research-support-funding,Research support funding,38,link-farm,research-candidature|scholarships
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-research/faqs/research-support,Research support,359,unique,research-candidature|library
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-research/faqs/resources,Facilities and resources,197,unique,research-candidature
arts,Arts,faculty,stub,https://arts.unimelb.edu.au/students/graduate-research/manage-your-research-program,Manage your candidature,92,link-farm,research-candidature
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-research/manage-your-research-program/candidature-variation,Candidature variations,1254,unique,research-candidature
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-research/manage-your-research-program/conversion-and-transfer,Course conversion,717,unique,research-candidature
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-research/manage-your-research-program/enrichment-activities,Enriching your graduate research,234,unique,research-candidature|clubs-events
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-research/manage-your-research-program/milestone-reviews,Milestone reviews,1517,unique,research-candidature
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-research/manage-your-research-program/thesis-requirements,Thesis submission,338,unique,research-candidature
arts,Arts,faculty,stub,https://arts.unimelb.edu.au/students/graduate-research/meet-our-graduate-researchers,Graduate researcher profiles,68,link-farm,research-candidature
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/overseas-experience/funding/faculty-of-arts-overseas-subject-travel-grant,Faculty of Arts Travel Grant,194,unique,scholarships|international|subjects-timetable|enrolment
arts,Arts,faculty,stub,https://arts.unimelb.edu.au/students/overseas-experience/funding/melbourne-global-language-scholarship,Arts Global Languages Scholarship,120,link-farm,international|scholarships
arts,Arts,faculty,stub,https://arts.unimelb.edu.au/students/overseas-experience/funding/melbourne-mobility-awards,Melbourne Mobility Awards,156,link-farm,international|scholarships
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/undergraduate/bachelor-of-arts-orientation,Bachelor of Arts Orientation,320,mixed,orientation
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts,Enrichment,358,mixed,international|subjects-timetable|student-life|placements-WIL
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts/academic-mentoring/dr-delia-lin,Dr Delia Lin,426,unique,subjects-timetable
arts,Arts,faculty,redirect,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts/academic-mentoring/dr-lara-anderson,404 : Page not found | Error,105,redirect,placements-WIL
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts/academic-mentoring/professor-tim-parkin,Professor Tim Parkin,450,unique,<untagged>
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts/campus-experience,Campus experience,316,unique,student-life|academic-skills
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts/melbourne-peer-mentor-program,Melbourne Peer Mentor Program,720,mixed,student-life|academic-skills|placements-WIL
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts/peer-assisted-study-sessions,Peer Assisted Study Sessions,453,unique,academic-skills|student-life|placements-WIL
arts,Arts,faculty,stub,https://arts.unimelb.edu.au/students/undergraduate/resources-and-support,Resources and support,54,link-farm,placements-WIL|inclusion-equity
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/undergraduate/resources-and-support/academic-resources,Academic resources,393,mixed,academic-skills|student-life
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/undergraduate/resources-and-support/arts-west-disability-access,Arts West building disability access,351,unique,inclusion-equity|student-life|academic-skills
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/undergraduate/resources-and-support/language-placement-tests,Language placement tests,367,unique,placements-WIL|student-life|academic-skills
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/experiential-learning/industry-project,Industry Project (ARTS30001),306,mixed,placements-WIL|subjects-timetable
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/experiential-learning/internship-personal-and-career-growth,Internship: Personal & Career Growth | UniMelb Arts,891,mixed,placements-WIL|careers-employability|subjects-timetable
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/experiential-learning/internship-personal-and-career-growth/invitation-to-host-an-intern,Invitation to host an intern,667,unique,placements-WIL|subjects-timetable|careers-employability
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-coursework/enrich-your-program/overseas-experience,Overseas experience,893,mixed,international|subjects-timetable
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-coursework/enrich-your-program/overseas-experience/funding/faculty-of-arts-overseas-subject-travel-grant,Faculty of Arts Travel Grant,194,unique,scholarships|international|subjects-timetable|enrolment
arts,Arts,faculty,stub,https://arts.unimelb.edu.au/students/graduate-coursework/enrich-your-program/overseas-experience/funding/melbourne-global-language-scholarship,Arts Global Languages Scholarship,120,link-farm,international|scholarships
arts,Arts,faculty,stub,https://arts.unimelb.edu.au/students/graduate-coursework/enrich-your-program/overseas-experience/funding/melbourne-mobility-awards,Melbourne Mobility Awards,156,link-farm,international|scholarships
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/arts-west-disability-access,Arts West building disability access,351,unique,inclusion-equity|student-life|academic-skills
arts,Arts,faculty,content,https://scholarships.unimelb.edu.au/awards/faculty-of-arts-graduate-coursework-conference-grants,Faculty of Arts Graduate Coursework Conference Grants,605,mixed,scholarships
arts,Arts,faculty,content,https://scholarships.unimelb.edu.au/awards/faculty-of-arts-internship-grants,Faculty of Arts Internship Grants,1140,mixed,placements-WIL|scholarships
arts,Arts,faculty,redirect,https://arts.unimelb.edu.au/students/graduate-research/manage-your-research-program/eStudent%20login,Page not found,155,redirect,research-candidature
arts,Arts,faculty,stub,https://arts.unimelb.edu.au/students/graduate-research/manage-your-research-program/enrichment-activities/artsmodules,ArtsModules,100,link-farm,research-candidature|clubs-events
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/orientation-and-induction,Graduate Research Orientation,353,unique,research-candidature|orientation
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/overview-of-course-structure,Overview of course structure,1369,mixed,research-candidature|enrolment
arts,Arts,faculty,content,https://arts.unimelb.edu.au/contact-us/book-a-room-or-equipment,Book a room and hire equipment,386,unique,fees-finance
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/arts-student-advisory-council,Arts Student Advisory Council,1489,unique,<untagged>
arts,Arts,faculty,content,https://study.unimelb.edu.au/find/courses/honours/bachelor-of-arts-degree-with-honours/?referrer=arts_redirect,Bachelor of Arts (Degree with Honours) - The University of Melbourne,580,mixed,forms-admin|contacts-support
arts,Arts,faculty,redirect,https://arts.unimelb.edu.au/students/experiential-learning-archive,404 : Page not found | Error,80,redirect,placements-WIL
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-coursework/enrich-your-program/video-edit-suites,Video edit suites,344,unique,subjects-timetable
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/audiovisual-loan-equipment,Audio/Visual loan equipment,331,unique,fees-finance|subjects-timetable
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-coursework/enrich-your-program/video-edit-suites,Video edit suites,344,unique,subjects-timetable
arts,Arts,faculty,stub,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2,Commence your candidature,157,link-farm,research-candidature|enrolment
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/orientation-and-induction,Graduate Research Orientation,353,unique,research-candidature|orientation
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/overview-of-course-structure,Overview of course structure,1369,mixed,research-candidature|enrolment
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/commencement-checklist,Commencement form checklist,320,unique,research-candidature|forms-admin
arts,Arts,faculty,content,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/course-enrolment-information,Course enrolment information,913,mixed,research-candidature|enrolment
biomedical,MDHS,school,content,https://biomedicalsciences.unimelb.edu.au/study/current-student-information,Shape your biomedical sciences experience,478,unique,wellbeing-health
biomedical,MDHS,school,content,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/biom30003-biomedical-science-research-project,BIOM30003 Biomedical Science Research Project,1663,unique,subjects-timetable
biomedical,MDHS,school,content,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/master-of-biomedical-science,Master of Biomedical Science,417,unique,subjects-timetable
biomedical,MDHS,school,content,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine,Bachelor of Biomedicine at-a-glance,448,unique,subjects-timetable
biomedical,MDHS,school,content,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/quota-subjects,Quota Subjects,1452,unique,subjects-timetable|enrolment
biomedical,MDHS,school,stub,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/student-portal,Student portal (redirects to SSO/SAML login),0,link-farm,international
biomedical,MDHS,school,stub,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/university-health-hub,University Health Hub (redirects to MDHS Contact),0,link-farm,wellbeing-health|contacts-support
biomedical,MDHS,school,content,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/master-of-biomedical-science/academic-skills,Academic Skills,507,unique,academic-skills
biomedical,MDHS,school,content,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/master-of-biomedical-science/course-planning,Course Planning,710,unique,course-planning|subjects-timetable|placements-WIL
biomedical,MDHS,school,content,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/master-of-biomedical-science/deans-honours-list,Deans' Honours List,393,unique,subjects-timetable
biomedical,MDHS,school,content,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/master-of-biomedical-science/orientation,Orientation,281,unique,orientation|placements-WIL
biomedical,MDHS,school,content,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/master-of-biomedical-science/student-clubs-and-societies,Student Clubs and Societies,390,unique,clubs-events
biomedical,MDHS,school,content,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/academic-skills,Academic Skills,420,unique,academic-skills
biomedical,MDHS,school,content,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/biomedicine-deans-honours-list,Biomedicine Deans' Honours List,1543,unique,placements-WIL
biomedical,MDHS,school,content,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/biomedicine-enrolment-advice-day,Biomedicine Enrolment Advice Day,836,unique,enrolment|placements-WIL
biomedical,MDHS,school,content,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/biomedicine-graduate-pathways,Biomedicine Graduate Pathways,546,unique,<untagged>
biomedical,MDHS,school,content,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/breadth,Breadth,1459,unique,subjects-timetable
biomedical,MDHS,school,content,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/concurrent-diplomas,Concurrent Diplomas,532,unique,subjects-timetable
biomedical,MDHS,school,content,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/majors,Majors,1147,unique,orientation
biomedical,MDHS,school,content,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/orientation,Biomedicine Orientation,437,unique,orientation|student-life|placements-WIL|clubs-events
biomedical,MDHS,school,content,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/plan-your-first-year-subjects,Plan your First Year Subjects,1184,unique,subjects-timetable|course-planning|placements-WIL
biomedical,MDHS,school,content,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/student-societies,Student Societies,809,unique,clubs-events
biomedical,MDHS,school,content,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/study-abroad-and-exchange,Study Abroad and Exchange,740,unique,international
biomedical,MDHS,school,content,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/study-plan-templates,Plan Your Course,1459,unique,subjects-timetable|course-planning|placements-WIL
biomedical,MDHS,school,content,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/urop,UROP,449,unique,careers-employability
biomedical,MDHS,school,content,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/your-career,Your career,362,unique,careers-employability
biomedical,MDHS,school,content,https://study.unimelb.edu.au/find/courses/major/biochemistry-and-molecular-biology/,Biochemistry and Molecular Biology - The University of Melbourne,166,unique,course-planning
biomedical,MDHS,school,content,https://study.unimelb.edu.au/find/courses/major/biomedical-engineering-systems/,Biomedical Engineering Systems - The University of Melbourne,193,unique,wellbeing-health
biomedical,MDHS,school,stub,https://study.unimelb.edu.au/find/courses/major/biotechnology/,Biotechnology - The University of Melbourne,132,link-farm,wellbeing-health
biomedical,MDHS,school,stub,https://study.unimelb.edu.au/find/courses/major/cell-and-developmental-biology/,Cell and Developmental Biology - The University of Melbourne,152,link-farm,careers-employability
biomedical,MDHS,school,stub,https://study.unimelb.edu.au/find/courses/major/genetics/,Genetics - The University of Melbourne,137,link-farm,careers-employability
biomedical,MDHS,school,content,https://study.unimelb.edu.au/find/courses/major/human-nutrition/,Human Nutrition - The University of Melbourne,172,unique,wellbeing-health
biomedical,MDHS,school,stub,https://study.unimelb.edu.au/find/courses/major/human-structure-and-function/,Human Structure and Function - The University of Melbourne,127,link-farm,careers-employability
biomedical,MDHS,school,stub,https://study.unimelb.edu.au/find/courses/major/immunology/,Immunology - The University of Melbourne,139,link-farm,clubs-events
biomedical,MDHS,school,stub,https://study.unimelb.edu.au/find/courses/major/infection-and-immunity/,Infection and Immunity - The University of Melbourne,122,link-farm,wellbeing-health
biomedical,MDHS,school,stub,https://study.unimelb.edu.au/find/courses/major/microbiology/,Microbiology - The University of Melbourne,148,link-farm,wellbeing-health
biomedical,MDHS,school,stub,https://study.unimelb.edu.au/find/courses/major/neuroscience/,Neuroscience - The University of Melbourne,155,link-farm,placements-WIL
biomedical,MDHS,school,stub,https://study.unimelb.edu.au/find/courses/major/pathology/,Pathology - The University of Melbourne,158,link-farm,careers-employability
biomedical,MDHS,school,stub,https://study.unimelb.edu.au/find/courses/major/pharmacology/,Pharmacology - The University of Melbourne,140,link-farm,careers-employability
biomedical,MDHS,school,stub,https://study.unimelb.edu.au/find/courses/major/physiology/,Physiology - The University of Melbourne,144,link-farm,careers-employability
biomedical,MDHS,school,content,https://study.unimelb.edu.au/find/courses/major/psychology/,Psychology - The University of Melbourne,288,unique,wellbeing-health
biomedical,MDHS,school,stub,https://study.unimelb.edu.au/find/courses/major/public-health-and-epidemiology/,Public Health and Epidemiology - The University of Melbourne,147,link-farm,wellbeing-health
dental,MDHS,school,content,https://dental.unimelb.edu.au/study/student-resources,Student Resources | Melbourne Dental School,1669,unique,subjects-timetable
dental,MDHS,school,content,https://dental.unimelb.edu.au/study/student-resources/Research,Research,660,unique,subjects-timetable
dental,MDHS,school,content,https://dental.unimelb.edu.au/study/student-resources/Forms,Forms,1013,unique,forms-admin
dental,MDHS,school,content,https://dental.unimelb.edu.au/study/student-resources/Research/mds-internal-grants,Melbourne Dental School Internal Grants,571,unique,forms-admin
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students,Current Students | Faculty of Education,795,mixed,orientation|clubs-events|academic-skills
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/academic-skills-module,Academic Skills module,1277,mixed,academic-skills
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/career-mentoring,Career Mentoring,1457,unique,careers-employability
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/course-enrolment,Course Enrolment | Faculty of Education,1457,mixed,enrolment
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/education-student-advisory-committee,Education Student Advisory Committee,927,unique,fees-finance
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/employability-in-education,Employability in Education,881,mixed,careers-employability
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/enrich-your-studies,Enrich your studies,308,unique,student-life|academic-skills
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/enrich-your-studies/peer-mentoring,Peer Mentoring,605,unique,student-life|academic-skills
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/extension-assessment-information-and-policies,"Assessment, Results and Academic Integrity",182,unique,exams-results|special-consideration|forms-admin
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/icas,Introduction to Contemporary Australian Schooling,1142,unique,international
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/international-study-opportunities,International Study | Faculty of Education,409,unique,international
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/itea,Initial Teacher Education Assessment,560,unique,exams-results
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/literacy-and-numeracy-test-for-initial-teacher-education-students-lantite,Literacy and Numeracy Test for Initial Teacher Education Students (LANTITE),641,unique,academic-skills|enrolment
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/resources-and-it,Student Services and IT,370,unique,IT-systems|contacts-support|academic-skills
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/subject-enrolment,Subject Enrolment,524,mixed,subjects-timetable|enrolment|course-planning
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/timetable,Student Timetabling | Faculty of Education,1048,mixed,subjects-timetable
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/wellbeing-and-support,Wellbeing and Support | Faculty of Education,435,unique,wellbeing-health
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/employability-in-education/faculty-of-education-scholarships,Faculty of Education Scholarships,391,unique,scholarships|careers-employability
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching,Master of Teaching,512,unique,placements-WIL|careers-employability
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/enrich-your-studies/graduate-education-ambassador-program,Student Ambassador program,467,unique,student-life|careers-employability
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/extension-assessment-information-and-policies/main-page-links/attendance-hurdles,Attendance Hurdles,300,unique,exams-results|subjects-timetable|special-consideration
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/extension-assessment-information-and-policies/main-page-links/foe-assessment-penalties,FoE Assessment Penalties,402,unique,exams-results|special-consideration|contacts-support
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/extension-assessment-information-and-policies/main-page-links/foe-extensions,FoE Extensions,369,unique,special-consideration|exams-results|forms-admin
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/extension-assessment-information-and-policies/main-page-links/reassessment,Reassessment,293,unique,exams-results|subjects-timetable|special-consideration
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/extension-assessment-information-and-policies/main-page-links/special-consideration,Special Consideration,225,unique,special-consideration|exams-results|subjects-timetable
education,Education,faculty,stub,https://education.unimelb.edu.au/study/current-students/employability-in-education/contact-us,Contact us,36,link-farm,contacts-support|careers-employability
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/early-childhood,Early Childhood,1214,unique,placements-WIL|careers-employability
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/early-childhood-and-primary,Early Childhood and Primary,1639,unique,placements-WIL|careers-employability
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/faqs,FAQs,5447,unique,placements-WIL|forms-admin|careers-employability|IT-systems
education,Education,faculty,stub,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-details/placement-forms,Placement forms,67,link-farm,placements-WIL|forms-admin|careers-employability
education,Education,faculty,stub,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-details/placement-policies,Placement policies,80,link-farm,placements-WIL|careers-employability
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/assessment,Assessment,961,unique,exams-results|placements-WIL|subjects-timetable|careers-employability
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/attendance-and-absences,Attendance and absences,479,unique,placements-WIL|careers-employability
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/health-and-safety,Health and safety,475,unique,wellbeing-health|placements-WIL|careers-employability
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/participation,Participation,309,unique,placements-WIL|careers-employability
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/placement-seminars,Placement seminars,284,unique,placements-WIL|clubs-events|careers-employability
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/placement-structure,Placement structure,580,unique,placements-WIL|careers-employability
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/professional-conduct,Professional Conduct,697,unique,placements-WIL|careers-employability
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/roles-and-responsibilities,Roles and responsibilities,1482,unique,placements-WIL|fees-finance|exams-results|careers-employability
education,Education,faculty,content,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/unsatisfactory-performance,Unsatisfactory performance,689,unique,placements-WIL|careers-employability
