unit_slug,faculty,level,corpus,page_type,classification,wordCount,depth,hubLinks,url,title,topicTags,topicTags_old,is_binary
biomedical,MDHS,school,current-students,content,unique,390,2,0,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/master-of-biomedical-science/student-clubs-and-societies,Student Clubs and Societies,clubs-events,clubs-events|forms-admin|orientation|course-planning,0
biomedical,MDHS,school,current-students,content,unique,420,2,2,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/academic-skills,Academic Skills,academic-skills,course-planning|academic-skills|forms-admin|orientation,0
biomedical,MDHS,school,current-students,content,unique,1543,2,0,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/biomedicine-deans-honours-list,Biomedicine Deans' Honours List,placements-WIL,course-planning|forms-admin|research-candidature|orientation,0
biomedical,MDHS,school,current-students,content,unique,836,2,4,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/biomedicine-enrolment-advice-day,Biomedicine Enrolment Advice Day,enrolment|placements-WIL,course-planning|enrolment|forms-admin|orientation,0
biomedical,MDHS,school,current-students,content,unique,546,2,0,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/biomedicine-graduate-pathways,Biomedicine Graduate Pathways,<untagged>,course-planning|graduation|forms-admin|orientation,0
biomedical,MDHS,school,current-students,content,unique,1459,2,0,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/breadth,Breadth,subjects-timetable,course-planning|forms-admin|orientation,0
biomedical,MDHS,school,current-students,content,unique,532,2,1,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/concurrent-diplomas,Concurrent Diplomas,subjects-timetable,course-planning|forms-admin|orientation,0
biomedical,MDHS,school,current-students,content,unique,1147,2,1,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/majors,Majors,orientation,course-planning|forms-admin|orientation,0
biomedical,MDHS,school,current-students,content,unique,437,2,1,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/orientation,Biomedicine Orientation,orientation|student-life|placements-WIL|clubs-events,course-planning|forms-admin|orientation,0
biomedical,MDHS,school,current-students,content,unique,1184,2,4,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/plan-your-first-year-subjects,Plan your First Year Subjects,subjects-timetable|course-planning|placements-WIL,course-planning|subjects-timetable|forms-admin|orientation,0
biomedical,MDHS,school,current-students,content,unique,809,2,0,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/student-societies,Student Societies,clubs-events,course-planning|clubs-events|forms-admin|orientation,0
biomedical,MDHS,school,current-students,content,unique,740,2,1,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/study-abroad-and-exchange,Study Abroad and Exchange,international,course-planning|forms-admin|international|orientation,0
biomedical,MDHS,school,current-students,content,unique,1459,2,4,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/study-plan-templates,Plan Your Course,subjects-timetable|course-planning|placements-WIL,course-planning|forms-admin|orientation,0
biomedical,MDHS,school,current-students,content,unique,449,2,0,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/urop,UROP,careers-employability,course-planning|forms-admin|orientation,0
biomedical,MDHS,school,current-students,content,unique,362,2,2,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/your-career,Your career,careers-employability,course-planning|careers-employability|forms-admin|orientation,0
biomedical,MDHS,school,current-students,content,unique,166,3,0,https://study.unimelb.edu.au/find/courses/major/biochemistry-and-molecular-biology/,Biochemistry and Molecular Biology - The University of Melbourne,course-planning,course-planning|exams-results|careers-employability|IT-systems,0
biomedical,MDHS,school,current-students,content,unique,193,3,0,https://study.unimelb.edu.au/find/courses/major/biomedical-engineering-systems/,Biomedical Engineering Systems - The University of Melbourne,wellbeing-health,course-planning|placements-WIL|careers-employability|wellbeing-health,0
biomedical,MDHS,school,current-students,stub,link-farm,132,3,0,https://study.unimelb.edu.au/find/courses/major/biotechnology/,Biotechnology - The University of Melbourne,wellbeing-health,course-planning|careers-employability|wellbeing-health|IT-systems,0
biomedical,MDHS,school,current-students,stub,link-farm,152,3,0,https://study.unimelb.edu.au/find/courses/major/cell-and-developmental-biology/,Cell and Developmental Biology - The University of Melbourne,careers-employability,course-planning|careers-employability|wellbeing-health|forms-admin,0
biomedical,MDHS,school,current-students,stub,link-farm,137,3,0,https://study.unimelb.edu.au/find/courses/major/genetics/,Genetics - The University of Melbourne,careers-employability,course-planning|careers-employability|IT-systems|forms-admin,0
biomedical,MDHS,school,current-students,content,unique,172,3,0,https://study.unimelb.edu.au/find/courses/major/human-nutrition/,Human Nutrition - The University of Melbourne,wellbeing-health,course-planning|careers-employability|clubs-events|wellbeing-health,0
biomedical,MDHS,school,current-students,stub,link-farm,127,3,0,https://study.unimelb.edu.au/find/courses/major/human-structure-and-function/,Human Structure and Function - The University of Melbourne,careers-employability,course-planning|careers-employability|student-life|forms-admin,0
biomedical,MDHS,school,current-students,stub,link-farm,139,3,0,https://study.unimelb.edu.au/find/courses/major/immunology/,Immunology - The University of Melbourne,clubs-events,course-planning|careers-employability|clubs-events|forms-admin,0
biomedical,MDHS,school,current-students,stub,link-farm,122,3,0,https://study.unimelb.edu.au/find/courses/major/infection-and-immunity/,Infection and Immunity - The University of Melbourne,wellbeing-health,course-planning|placements-WIL|careers-employability|wellbeing-health,0
biomedical,MDHS,school,current-students,stub,link-farm,148,3,0,https://study.unimelb.edu.au/find/courses/major/microbiology/,Microbiology - The University of Melbourne,wellbeing-health,course-planning|placements-WIL|careers-employability|wellbeing-health,0
biomedical,MDHS,school,current-students,stub,link-farm,155,3,0,https://study.unimelb.edu.au/find/courses/major/neuroscience/,Neuroscience - The University of Melbourne,placements-WIL,course-planning|placements-WIL|careers-employability|IT-systems,0
biomedical,MDHS,school,current-students,stub,link-farm,158,3,0,https://study.unimelb.edu.au/find/courses/major/pathology/,Pathology - The University of Melbourne,careers-employability,course-planning|careers-employability|forms-admin,0
biomedical,MDHS,school,current-students,stub,link-farm,140,3,0,https://study.unimelb.edu.au/find/courses/major/pharmacology/,Pharmacology - The University of Melbourne,careers-employability,course-planning|careers-employability|forms-admin,0
biomedical,MDHS,school,current-students,stub,link-farm,144,3,0,https://study.unimelb.edu.au/find/courses/major/physiology/,Physiology - The University of Melbourne,careers-employability,course-planning|careers-employability|forms-admin,0
biomedical,MDHS,school,current-students,content,unique,288,3,0,https://study.unimelb.edu.au/find/courses/major/psychology/,Psychology - The University of Melbourne,wellbeing-health,course-planning|careers-employability|clubs-events|wellbeing-health,0
biomedical,MDHS,school,current-students,stub,link-farm,147,3,0,https://study.unimelb.edu.au/find/courses/major/public-health-and-epidemiology/,Public Health and Epidemiology - The University of Melbourne,wellbeing-health,course-planning|careers-employability|wellbeing-health|forms-admin,0
dental,MDHS,school,current-students,content,unique,1669,0,2,https://dental.unimelb.edu.au/study/student-resources,Student Resources | Melbourne Dental School,subjects-timetable,research-candidature|scholarships|forms-admin|contacts-support,0
dental,MDHS,school,current-students,content,unique,660,1,0,https://dental.unimelb.edu.au/study/student-resources/Research,Research,subjects-timetable,research-candidature|scholarships|fees-finance,0
dental,MDHS,school,current-students,content,unique,1013,1,2,https://dental.unimelb.edu.au/study/student-resources/Forms,Forms,forms-admin,forms-admin|fees-finance|enrolment|contacts-support,0
dental,MDHS,school,current-students,content,unique,571,1,0,https://dental.unimelb.edu.au/study/student-resources/Research/mds-internal-grants,Melbourne Dental School Internal Grants,forms-admin,scholarships|research-candidature|forms-admin|fees-finance,0
education,Education,faculty,current-students,content,mixed,795,0,8,https://education.unimelb.edu.au/study/current-students,Current Students | Faculty of Education,orientation|clubs-events|academic-skills,enrolment|course-planning|subjects-timetable|exams-results,0
education,Education,faculty,current-students,content,mixed,1277,1,16,https://education.unimelb.edu.au/study/current-students/academic-skills-module,Academic Skills module,academic-skills,subjects-timetable|exams-results|academic-skills|clubs-events,0
education,Education,faculty,current-students,content,unique,1457,1,1,https://education.unimelb.edu.au/study/current-students/career-mentoring,Career Mentoring,careers-employability,enrolment|careers-employability|clubs-events|IT-systems,0
education,Education,faculty,current-students,content,mixed,1457,1,11,https://education.unimelb.edu.au/study/current-students/course-enrolment,Course Enrolment | Faculty of Education,enrolment,enrolment|subjects-timetable|special-consideration|fees-finance,0
education,Education,faculty,current-students,content,unique,927,1,0,https://education.unimelb.edu.au/study/current-students/education-student-advisory-committee,Education Student Advisory Committee,fees-finance,enrolment|course-planning|careers-employability|student-life,0
education,Education,faculty,current-students,content,mixed,881,1,22,https://education.unimelb.edu.au/study/current-students/employability-in-education,Employability in Education,careers-employability,course-planning|subjects-timetable|scholarships|placements-WIL,0
education,Education,faculty,current-students,stub,link-farm,36,3,0,https://education.unimelb.edu.au/study/current-students/employability-in-education/contact-us,Contact us,contacts-support|careers-employability,careers-employability|contacts-support,0
education,Education,faculty,current-students,content,unique,391,2,0,https://education.unimelb.edu.au/study/current-students/employability-in-education/faculty-of-education-scholarships,Faculty of Education Scholarships,scholarships|careers-employability,course-planning|subjects-timetable|fees-finance|scholarships,0
education,Education,faculty,current-students,content,unique,512,2,0,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching,Master of Teaching,placements-WIL|careers-employability,subjects-timetable|exams-results|placements-WIL|careers-employability,0
education,Education,faculty,current-students,content,unique,1214,3,0,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/early-childhood,Early Childhood,placements-WIL|careers-employability,placements-WIL|careers-employability|wellbeing-health|graduation,0
education,Education,faculty,current-students,content,unique,1639,3,0,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/early-childhood-and-primary,Early Childhood and Primary,placements-WIL|careers-employability,course-planning|exams-results|placements-WIL|careers-employability,0
education,Education,faculty,current-students,content,unique,5447,3,2,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/faqs,FAQs,placements-WIL|forms-admin|careers-employability|IT-systems,subjects-timetable|exams-results|special-consideration|placements-WIL,0
education,Education,faculty,current-students,content,unique,875,4,0,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/permission-to-teach-ptt-information,Permission to Teach (PTT) Information,placements-WIL|careers-employability,enrolment|subjects-timetable|placements-WIL|careers-employability,0
education,Education,faculty,current-students,content,unique,708,4,0,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-allocation-process,Placement Allocation Process,placements-WIL|inclusion-equity|careers-employability,course-planning|subjects-timetable|placements-WIL|careers-employability,0
education,Education,faculty,current-students,stub,link-farm,10,4,0,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-details,Placement Documents,placements-WIL|careers-employability,placements-WIL|careers-employability|contacts-support,0
education,Education,faculty,current-students,stub,link-farm,67,3,0,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-details/placement-forms,Placement forms,placements-WIL|forms-admin|careers-employability,placements-WIL|careers-employability|IT-systems|forms-admin,0
education,Education,faculty,current-students,stub,link-farm,80,3,0,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-details/placement-policies,Placement policies,placements-WIL|careers-employability,fees-finance|placements-WIL|careers-employability|forms-admin,0
education,Education,faculty,current-students,stub,link-farm,10,4,0,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements,Placement Requirements,placements-WIL|careers-employability,placements-WIL|careers-employability|contacts-support,0
education,Education,faculty,current-students,content,unique,961,3,0,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/assessment,Assessment,exams-results|placements-WIL|subjects-timetable|careers-employability,course-planning|subjects-timetable|exams-results|placements-WIL,0
education,Education,faculty,current-students,content,unique,479,3,0,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/attendance-and-absences,Attendance and absences,placements-WIL|careers-employability,course-planning|subjects-timetable|exams-results|special-consideration,0
education,Education,faculty,current-students,content,unique,475,3,2,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/health-and-safety,Health and safety,wellbeing-health|placements-WIL|careers-employability,enrolment|subjects-timetable|special-consideration|placements-WIL,0
education,Education,faculty,current-students,content,unique,309,3,0,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/participation,Participation,placements-WIL|careers-employability,subjects-timetable|exams-results|placements-WIL|careers-employability,0
education,Education,faculty,current-students,content,unique,284,3,0,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/placement-seminars,Placement seminars,placements-WIL|clubs-events|careers-employability,course-planning|placements-WIL|careers-employability|clubs-events,0
education,Education,faculty,current-students,content,unique,580,3,0,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/placement-structure,Placement structure,placements-WIL|careers-employability,course-planning|placements-WIL|careers-employability|IT-systems,0
education,Education,faculty,current-students,content,unique,697,3,0,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/professional-conduct,Professional Conduct,placements-WIL|careers-employability,course-planning|subjects-timetable|exams-results|placements-WIL,0
education,Education,faculty,current-students,content,unique,1482,3,0,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/roles-and-responsibilities,Roles and responsibilities,placements-WIL|fees-finance|exams-results|careers-employability,enrolment|course-planning|subjects-timetable|exams-results,0
education,Education,faculty,current-students,content,unique,689,3,2,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/unsatisfactory-performance,Unsatisfactory performance,placements-WIL|careers-employability,subjects-timetable|exams-results|placements-WIL|careers-employability,0
education,Education,faculty,current-students,content,unique,219,3,0,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/working-with-children-check,Working with Children Check,placements-WIL|careers-employability,placements-WIL|careers-employability|IT-systems|forms-admin,0
education,Education,faculty,current-students,content,unique,982,3,0,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/primary,Primary,placements-WIL|careers-employability,course-planning|exams-results|placements-WIL|careers-employability,0
education,Education,faculty,current-students,content,unique,950,3,0,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/secondary,Secondary,placements-WIL|careers-employability,course-planning|exams-results|placements-WIL|careers-employability,0
education,Education,faculty,current-students,content,unique,308,1,2,https://education.unimelb.edu.au/study/current-students/enrich-your-studies,Enrich your studies,student-life|academic-skills,enrolment|careers-employability|academic-skills|clubs-events,0
education,Education,faculty,current-students,content,unique,467,2,0,https://education.unimelb.edu.au/study/current-students/enrich-your-studies/graduate-education-ambassador-program,Student Ambassador program,student-life|careers-employability,scholarships|careers-employability|student-life|clubs-events,0
education,Education,faculty,current-students,content,unique,605,1,0,https://education.unimelb.edu.au/study/current-students/enrich-your-studies/peer-mentoring,Peer Mentoring,student-life|academic-skills,placements-WIL|careers-employability|academic-skills|clubs-events,0
education,Education,faculty,current-students,content,unique,182,1,3,https://education.unimelb.edu.au/study/current-students/extension-assessment-information-and-policies,"Assessment, Results and Academic Integrity",exams-results|special-consideration|forms-admin,exams-results|special-consideration|scholarships|academic-skills,0
education,Education,faculty,current-students,content,unique,300,2,0,https://education.unimelb.edu.au/study/current-students/extension-assessment-information-and-policies/main-page-links/attendance-hurdles,Attendance Hurdles,exams-results|subjects-timetable|special-consideration,subjects-timetable|exams-results|special-consideration|placements-WIL,0
education,Education,faculty,current-students,content,unique,402,2,0,https://education.unimelb.edu.au/study/current-students/extension-assessment-information-and-policies/main-page-links/foe-assessment-penalties,FoE Assessment Penalties,exams-results|special-consideration|contacts-support,subjects-timetable|exams-results|special-consideration|forms-admin,0
education,Education,faculty,current-students,content,unique,369,2,2,https://education.unimelb.edu.au/study/current-students/extension-assessment-information-and-policies/main-page-links/foe-extensions,FoE Extensions,special-consideration|exams-results|forms-admin,subjects-timetable|exams-results|special-consideration|IT-systems,0
education,Education,faculty,current-students,content,unique,293,2,0,https://education.unimelb.edu.au/study/current-students/extension-assessment-information-and-policies/main-page-links/reassessment,Reassessment,exams-results|subjects-timetable|special-consideration,enrolment|subjects-timetable|exams-results|special-consideration,0
education,Education,faculty,current-students,content,unique,225,2,2,https://education.unimelb.edu.au/study/current-students/extension-assessment-information-and-policies/main-page-links/special-consideration,Special Consideration,special-consideration|exams-results|subjects-timetable,subjects-timetable|exams-results|special-consideration|wellbeing-health,0
education,Education,faculty,current-students,content,unique,1142,1,0,https://education.unimelb.edu.au/study/current-students/icas,Introduction to Contemporary Australian Schooling,international,enrolment|subjects-timetable|careers-employability|student-life,0
education,Education,faculty,current-students,content,unique,409,1,4,https://education.unimelb.edu.au/study/current-students/international-study-opportunities,International Study | Faculty of Education,international,enrolment|course-planning|subjects-timetable|scholarships,0
education,Education,faculty,current-students,content,unique,560,1,0,https://education.unimelb.edu.au/study/current-students/itea,Initial Teacher Education Assessment,exams-results,exams-results|contacts-support|research-candidature|placements-WIL,0
education,Education,faculty,current-students,content,unique,641,1,0,https://education.unimelb.edu.au/study/current-students/literacy-and-numeracy-test-for-initial-teacher-education-students-lantite,Literacy and Numeracy Test for Initial Teacher Education Students (LANTITE),academic-skills|enrolment,enrolment|course-planning|exams-results|special-consideration,0
education,Education,faculty,current-students,content,unique,370,1,0,https://education.unimelb.edu.au/study/current-students/resources-and-it,Student Services and IT,IT-systems|contacts-support|academic-skills,enrolment|course-planning|exams-results|fees-finance,0
education,Education,faculty,current-students,content,mixed,524,1,7,https://education.unimelb.edu.au/study/current-students/subject-enrolment,Subject Enrolment,subjects-timetable|enrolment|course-planning,enrolment|course-planning|subjects-timetable|exams-results,0
education,Education,faculty,current-students,content,mixed,1048,1,6,https://education.unimelb.edu.au/study/current-students/timetable,Student Timetabling | Faculty of Education,subjects-timetable,enrolment|course-planning|subjects-timetable|special-consideration,0
education,Education,faculty,current-students,content,unique,435,1,5,https://education.unimelb.edu.au/study/current-students/wellbeing-and-support,Wellbeing and Support | Faculty of Education,wellbeing-health,course-planning|special-consideration|clubs-events|wellbeing-health,0
fbe,FBE,faculty,current-students,content,unique,367,0,0,https://fbe.unimelb.edu.au/students,Students,<untagged>,,0
fbe,FBE,faculty,current-students,content,unique,360,1,0,https://fbe.unimelb.edu.au/students/bcom,BCom,<untagged>,,0
fbe,FBE,faculty,current-students,content,unique,300,1,0,https://fbe.unimelb.edu.au/students/phd,Graduate Research,research-candidature,research-candidature,0
fbe,FBE,faculty,current-students,content,unique,328,1,1,https://fbe.unimelb.edu.au/students/services,FBE student services,<untagged>,,0
fbe,FBE,faculty,current-students,content,unique,850,1,2,https://fbe.unimelb.edu.au/students/wellbeing,Wellbeing,wellbeing-health,wellbeing-health,0
fbe,FBE,faculty,current-students,content,unique,448,2,1,https://fbe.unimelb.edu.au/students/bcom/current-students,Course Planning,course-planning,course-planning,0
fbe,FBE,faculty,current-students,content,unique,314,2,0,https://fbe.unimelb.edu.au/students/bcom/honours,Bachelor of Commerce (Honours),<untagged>,course-planning,0
fbe,FBE,faculty,current-students,content,unique,576,2,1,https://fbe.unimelb.edu.au/students/bcom/orientation,Orientation,orientation,orientation,0
fbe,FBE,faculty,current-students,content,unique,607,2,0,https://fbe.unimelb.edu.au/students/phd/resources-and-support,Resources and Support,research-candidature,contacts-support|research-candidature,0
fbe,FBE,faculty,current-students,content,unique,330,2,0,https://fbe.unimelb.edu.au/students/phd/scholarships-and-grants,Graduate Research Scholarships and Grants,scholarships|research-candidature,research-candidature|scholarships,0
fbe,FBE,faculty,current-students,content,unique,2469,2,1,https://fbe.unimelb.edu.au/students/phd/your-candidature,Your Candidature,research-candidature,research-candidature,0
fbe,FBE,faculty,current-students,content,unique,550,2,0,https://fbe.unimelb.edu.au/students/services/computing-spaces,Student Computing Spaces,IT-systems,IT-systems,0
fbe,FBE,faculty,current-students,content,unique,490,2,0,https://fbe.unimelb.edu.au/students/services/rules,FBE computing facilities rules,IT-systems,IT-systems,0
fbe,FBE,faculty,current-students,content,unique,320,2,1,https://fbe.unimelb.edu.au/students/services/virtual-lab,FBE virtual lab,<untagged>,IT-systems,0
fbe,FBE,faculty,current-students,content,unique,419,2,0,https://fbe.unimelb.edu.au/students/wellbeing/ambassadors,Ambassadors,student-life|wellbeing-health,wellbeing-health,0
fbe,FBE,faculty,current-students,content,unique,352,3,0,https://fbe.unimelb.edu.au/students/bcom/current-students/academic-success,Academic Success,<untagged>,academic-skills|course-planning,0
fbe,FBE,faculty,current-students,content,unique,1039,3,3,https://fbe.unimelb.edu.au/students/bcom/current-students/assessment,Assessment,exams-results,exams-results,0
fbe,FBE,faculty,current-students,content,unique,392,3,0,https://fbe.unimelb.edu.au/students/bcom/current-students/compulsory-quantitative-requirement,Compulsory Quantitative Requirement,<untagged>,subjects-timetable|academic-skills,0
fbe,FBE,faculty,current-students,content,unique,627,3,0,https://fbe.unimelb.edu.au/students/bcom/current-students/deans-honours-list-2020,Dean's Honours List 2024,<untagged>,graduation|course-planning,0
fbe,FBE,faculty,current-students,content,unique,458,3,0,https://fbe.unimelb.edu.au/students/bcom/current-students/intensives,Summer & Winter Intensives,<untagged>,subjects-timetable,0
fbe,FBE,faculty,current-students,content,unique,331,3,1,https://fbe.unimelb.edu.au/students/bcom/current-students/services,FBE student services,<untagged>,,0
fbe,FBE,faculty,current-students,content,unique,614,3,1,https://fbe.unimelb.edu.au/students/bcom/current-students/studies-in-engineering,Studies in Engineering,<untagged>,course-planning,0
fbe,FBE,faculty,current-students,content,mixed,2086,3,20,https://fbe.unimelb.edu.au/students/bcom/first-semester-guide,BCom First Semester Guide,<untagged>,student-life,0
fbe,FBE,faculty,current-students,content,unique,301,3,0,https://fbe.unimelb.edu.au/students/bcom/honours/convenors,Honours Convenors,<untagged>,course-planning,0
fbe,FBE,faculty,current-students,content,unique,664,3,0,https://fbe.unimelb.edu.au/students/bcom/honours/entry-requirements-and-how-to-apply,Honours Entry & Application,forms-admin,course-planning|forms-admin,0
fbe,FBE,faculty,current-students,content,unique,492,3,0,https://fbe.unimelb.edu.au/students/bcom/honours/what-is-honours,What is Honours?,<untagged>,course-planning,0
fbe,FBE,faculty,current-students,content,unique,873,3,0,https://fbe.unimelb.edu.au/students/phd/scholarships-and-grants/prizes-and-awards,Graduate researcher prizes and awards,research-candidature|scholarships,research-candidature|scholarships|graduation,0
fbe,FBE,faculty,current-students,content,unique,1383,3,0,https://fbe.unimelb.edu.au/students/phd/scholarships-and-grants/research-training-and-development,Research training and development scholarships,scholarships|research-candidature,research-candidature|scholarships,0
fbe,FBE,faculty,current-students,content,unique,642,3,0,https://fbe.unimelb.edu.au/students/phd/scholarships-and-grants/stipends-and-fee-remissions,Stipends and fee remissions,scholarships|fees-finance|research-candidature,scholarships|fees-finance|research-candidature,0
fbe,FBE,faculty,current-students,content,unique,735,4,0,https://fbe.unimelb.edu.au/students/bcom/current-students/assessment/exam-viewing-faq,Exam Viewing FAQ,exams-results,exams-results,0
fbe,FBE,faculty,current-students,content,unique,553,4,0,https://fbe.unimelb.edu.au/students/bcom/current-students/services/computing-spaces,Student Computing Spaces,IT-systems,IT-systems,0
fbe,FBE,faculty,current-students,content,unique,493,4,0,https://fbe.unimelb.edu.au/students/bcom/current-students/services/rules,FBE computing facilities rules,IT-systems,IT-systems,0
fbe,FBE,faculty,current-students,content,unique,323,4,1,https://fbe.unimelb.edu.au/students/bcom/current-students/services/virtual-lab,FBE virtual lab,<untagged>,IT-systems,0
fbe,FBE,faculty,current-students,redirect,redirect,0,4,0,https://fbe.unimelb.edu.au/students/bcom/first-semester-guide/week-1/connect-with-your-peer-mentor,Sign In (SSO redirect),student-life|academic-skills,IT-systems|student-life|careers-employability|orientation,0
fbe,FBE,faculty,current-students,redirect,redirect,0,4,0,https://fbe.unimelb.edu.au/students/bcom/first-semester-guide/week-2-3/fbe-engagement-planner,Sign In (SSO redirect),student-life,IT-systems|student-life|careers-employability,0
fbe,FBE,faculty,current-students,content,unique,732,4,5,https://fbe.unimelb.edu.au/students/phd/scholarships-and-grants/stipends-and-fee-remissions/fbe-doctoral-program-stipend-and-tuition-fee-remission-scholarships,FBE Doctoral Program Stipend and Tuition (Fee Remission) Scholarships,scholarships|fees-finance|research-candidature,research-candidature|scholarships|fees-finance,0
feit,FEIT,faculty,current-students,content,unique,788,0,3,https://eng.unimelb.edu.au/students,Current students,<untagged>,orientation|IT-systems,0
feit,FEIT,faculty,current-students,content,mixed,1347,1,6,https://eng.unimelb.edu.au/students/coursework/study-resources/extensions-and-special-consideration,Extensions and Special consideration,special-consideration,special-consideration|orientation|IT-systems,0
feit,FEIT,faculty,current-students,content,unique,592,1,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards,"Scholarships, Prizes and Awards - FEIT",scholarships,scholarships|orientation|IT-systems,0
feit,FEIT,faculty,current-students,content,unique,365,1,0,https://eng.unimelb.edu.au/students/research,Graduate Researchers - Current Students - Faculty of Engineering and Information Technology,research-candidature,research-candidature|orientation|IT-systems|graduation,0
feit,FEIT,faculty,current-students,content,unique,1255,1,0,https://eng.unimelb.edu.au/students/eng-and-it-community,Engineering and IT Community,student-life,student-life|orientation|IT-systems,0
feit,FEIT,faculty,current-students,content,unique,774,1,3,https://eng.unimelb.edu.au/students/coursework,Coursework students | Faculty of Engineering and Information Technology,<untagged>,orientation|IT-systems,0
feit,FEIT,faculty,current-students,content,unique,1000,1,2,https://eng.unimelb.edu.au/students/coursework/study-resources/building-access-and-id-cards,Building access and ID cards – Coursework Students – Current Students - Faculty of Engineering and Information Technology,<untagged>,IT-systems|orientation,0
feit,FEIT,faculty,current-students,content,unique,374,1,0,https://eng.unimelb.edu.au/students/eng-and-it-calendar/upcoming-events/lens-stevens-scholarship,Lens Stevens Scholarship,scholarships|clubs-events,scholarships|orientation|clubs-events|IT-systems,0
feit,FEIT,faculty,current-students,content,unique,473,1,0,https://eng.unimelb.edu.au/students/clubs,Student Clubs and Societies,clubs-events,orientation|clubs-events|IT-systems,0
feit,FEIT,faculty,current-students,content,unique,533,1,3,https://eng.unimelb.edu.au/students/coursework/career-resources,Career resources,careers-employability,orientation|careers-employability|IT-systems,0
feit,FEIT,faculty,current-students,content,unique,670,1,0,https://eng.unimelb.edu.au/students/indigenous-student-experience,Indigenous Student Experience,inclusion-equity,orientation|inclusion-equity|student-life|IT-systems,0
feit,FEIT,faculty,current-students,content,unique,455,2,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/coursework-students,Coursework Students,scholarships,scholarships|orientation|IT-systems,0
feit,FEIT,faculty,current-students,content,unique,438,2,0,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations,Spotlight Celebrations,scholarships,scholarships|orientation|IT-systems,0
feit,FEIT,faculty,current-students,content,unique,473,1,0,https://eng.unimelb.edu.au/students/eng-and-it-calendar/upcoming-events/round-4-scholarships,Round 4 Scholarships,scholarships|clubs-events,scholarships|orientation|clubs-events|IT-systems,0
feit,FEIT,faculty,current-students,content,unique,366,1,0,https://eng.unimelb.edu.au/students/eng-and-it-calendar/upcoming-events/2026/international-skills-series/intercultural-career-mentoring-program,Intercultural Career Mentoring Program,careers-employability|international|clubs-events,careers-employability|orientation|clubs-events|international,0
feit,FEIT,faculty,current-students,content,unique,434,1,0,https://eng.unimelb.edu.au/students/eng-and-it-calendar/upcoming-events/round-3-scholarships,Round 3 Scholarships,scholarships|clubs-events,scholarships|orientation|clubs-events|IT-systems,0
