unit_slug,faculty,classification,page_type,wordCount,hubLinks,url,title,topOutboundHosts_exclChrome
abp,ABP,mixed,archive,678,21,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2018/CDE-2018_SUM-Studios/studio-19,Summer 2018 Studio 19,students.unimelb.edu.au:14;msd.unimelb.edu.au:5;services.unimelb.edu.au:2
abp,ABP,mixed,archive,690,21,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2018/CDE-2018_SUM-Studios/studio-21,Summer 2018 Studio 21,students.unimelb.edu.au:14;msd.unimelb.edu.au:5;services.unimelb.edu.au:2
abp,ABP,mixed,archive,549,21,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2018/CDE-2018_SUM-Studios/studio-26,Summer 2018 Studio 26,students.unimelb.edu.au:14;msd.unimelb.edu.au:5;services.unimelb.edu.au:2
abp,ABP,mixed,archive,985,21,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2018/CDE-2018_SUM-Studios/studio-29,Summer 2018 Studio 29,students.unimelb.edu.au:14;msd.unimelb.edu.au:5;services.unimelb.edu.au:2
abp,ABP,mixed,archive,876,21,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2018/CDE-2018_SM1-Studios/studio-1,Studio 1,students.unimelb.edu.au:14;msd.unimelb.edu.au:5;services.unimelb.edu.au:2
abp,ABP,mixed,archive,942,21,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2018/CDE-2018_SM1-Studios/studio-2,Studio 2,students.unimelb.edu.au:14;msd.unimelb.edu.au:5;services.unimelb.edu.au:2
abp,ABP,mixed,archive,509,21,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2018/CDE-2018_SM1-Studios/studio-3,Studio 3,students.unimelb.edu.au:14;msd.unimelb.edu.au:5;services.unimelb.edu.au:2
abp,ABP,mixed,archive,1024,21,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2018/CDE-2018_SM1-Studios/studio-4,Studio 4,students.unimelb.edu.au:14;msd.unimelb.edu.au:5;services.unimelb.edu.au:2
abp,ABP,mixed,archive,571,21,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2018/CDE-2018_SM1-Studios/studio-5,Studio 5,students.unimelb.edu.au:14;msd.unimelb.edu.au:5;services.unimelb.edu.au:2
abp,ABP,mixed,archive,1228,21,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2018/CDE-2018_SM1-Studios/studio-6,Studio 6,students.unimelb.edu.au:14;msd.unimelb.edu.au:5;services.unimelb.edu.au:2
abp,ABP,mixed,archive,471,21,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2018/CDE-2018_SM1-Studios/studio-7,Studio 7,students.unimelb.edu.au:14;msd.unimelb.edu.au:5;services.unimelb.edu.au:2
abp,ABP,mixed,archive,593,21,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2018/CDE-2018_SM1-Studios/studio-9,Studio 9,students.unimelb.edu.au:14;msd.unimelb.edu.au:5;services.unimelb.edu.au:2
abp,ABP,mixed,archive,1268,21,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2018/CDE-2018_SM1-Studios/studio-10,Studio 10,students.unimelb.edu.au:14;msd.unimelb.edu.au:5;services.unimelb.edu.au:2
abp,ABP,mixed,archive,701,21,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2018/CDE-2018_SM1-Studios/studio-11,Studio 11,students.unimelb.edu.au:14;msd.unimelb.edu.au:5;services.unimelb.edu.au:2
abp,ABP,mixed,archive,729,21,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2018/CDE-2018_SM1-Studios/studio-12,Studio 12,students.unimelb.edu.au:14;msd.unimelb.edu.au:5;services.unimelb.edu.au:2
abp,ABP,mixed,archive,942,21,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2018/CDE-2018_SM1-Studios/studio-13,Studio 13,students.unimelb.edu.au:14;msd.unimelb.edu.au:5;services.unimelb.edu.au:2
abp,ABP,mixed,archive,766,21,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2018/CDE-2018_SM1-Studios/studio-14,Studio 14,students.unimelb.edu.au:14;msd.unimelb.edu.au:5;services.unimelb.edu.au:2
abp,ABP,mixed,archive,851,21,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2018/CDE-2018_SM1-Studios/studio-16,Studio 16,students.unimelb.edu.au:14;msd.unimelb.edu.au:5;services.unimelb.edu.au:2
abp,ABP,mixed,archive,1006,21,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2018/CDE-2018_SM1-Studios/studio-17,Studio 17,students.unimelb.edu.au:14;msd.unimelb.edu.au:5;services.unimelb.edu.au:2
arts,Arts,mixed,content,684,13,https://arts.unimelb.edu.au/students,Current students | Faculty of Arts,arts.unimelb.edu.au:7;students.unimelb.edu.au:5;study.unimelb.edu.au:3
arts,Arts,unique,content,1489,4,https://arts.unimelb.edu.au/students/arts-student-advisory-council,Arts Student Advisory Council,arts.unimelb.edu.au:13;artsunimelb.formstack.com:2
arts,Arts,unique,content,991,4,https://arts.unimelb.edu.au/students/arts-student-ambassadors,Arts Student Ambassadors,arts.unimelb.edu.au:13;catalog.lms.unimelb.edu.au:1;www.vic.gov.au:1
arts,Arts,unique,content,351,4,https://arts.unimelb.edu.au/students/arts-west-disability-access,Arts West building disability access,maps.unimelb.edu.au:4;arts.unimelb.edu.au:1
arts,Arts,mixed,content,809,26,https://arts.unimelb.edu.au/students/employability-in-arts,Employability in Arts,students.unimelb.edu.au:22;canvas.lms.unimelb.edu.au:2;umsu.unimelb.edu.au:2
arts,Arts,mixed,content,1770,20,https://arts.unimelb.edu.au/students/experiential-learning,Experiential Learning,handbook.unimelb.edu.au:16;arts.unimelb.edu.au:1
arts,Arts,mixed,content,550,10,https://arts.unimelb.edu.au/students/graduate-coursework,Graduate coursework students,students.unimelb.edu.au:5;arts.unimelb.edu.au:2;handbook.unimelb.edu.au:1
arts,Arts,mixed,content,456,18,https://arts.unimelb.edu.au/students/graduate-coursework/enrichment/diploma-in-languages,Diploma in Languages,handbook.unimelb.edu.au:13;edtech.le.unimelb.edu.au:9;arts.unimelb.edu.au:1
arts,Arts,mixed,content,353,7,https://arts.unimelb.edu.au/students/graduate-research,Graduate research,gradresearch.unimelb.edu.au:3;handbook.unimelb.edu.au:3;arts.unimelb.edu.au:1
arts,Arts,mixed,content,893,8,https://arts.unimelb.edu.au/students/overseas-experience,Overseas experience,studyos.students.unimelb.edu.au:28;students.unimelb.edu.au:4;arts.unimelb.edu.au:1
arts,Arts,mixed,content,676,10,https://arts.unimelb.edu.au/students/undergraduate,Undergraduate students,arts.unimelb.edu.au:3;handbook.unimelb.edu.au:3;students.unimelb.edu.au:2
arts,Arts,unique,content,346,4,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts/academic-mentoring,Academic Mentoring,arts.unimelb.edu.au:1
arts,Arts,mixed,content,1212,29,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts/diploma-in-languages,Diploma in Languages,handbook.unimelb.edu.au:20;edtech.le.unimelb.edu.au:9;arts.unimelb.edu.au:3
arts,Arts,unique,content,1316,5,https://arts.unimelb.edu.au/students/career-mentoring,Arts Career Mentoring,catalog.lms.unimelb.edu.au:3;go.unimelb.edu.au:2;arts.unimelb.edu.au:1
arts,Arts,mixed,content,791,6,https://arts.unimelb.edu.au/students/experiential-learning/ema-internship-subject,EMA Internship Subject | Executive Master of Arts – UniMelb,artsunimelb.formstack.com:2;arts.unimelb.edu.au:1;handbook.unimelb.edu.au:1
arts,Arts,unique,content,871,4,https://arts.unimelb.edu.au/students/experiential-learning/job-ready-program,Job Ready Program,careersonline.unimelb.edu.au:7;unimelb.zoom.us:2;arts.unimelb.edu.au:1
arts,Arts,mixed,content,804,6,https://arts.unimelb.edu.au/students/experiential-learning/journalism-internship-subject,Journalism Internship | Master of Journalism & International Journalism – UniMelb,arts.unimelb.edu.au:1;handbook.unimelb.edu.au:1;careersonline.unimelb.edu.au:1
arts,Arts,mixed,content,629,8,https://arts.unimelb.edu.au/students/experiential-learning/scc-graduate-internship-subjects,SCC Graduate Internship Subjects,handbook.unimelb.edu.au:3;arts.unimelb.edu.au:1;q.surveys.unimelb.edu.au:1
arts,Arts,mixed,content,306,7,https://arts.unimelb.edu.au/students/experiential-learning/industry-project,Industry Project (ARTS30001),handbook.unimelb.edu.au:2;arts.unimelb.edu.au:1;students.unimelb.edu.au:1
arts,Arts,mixed,content,891,7,https://arts.unimelb.edu.au/students/experiential-learning/internship-personal-and-career-growth,Internship: Personal & Career Growth | UniMelb Arts,handbook.unimelb.edu.au:2;arts.unimelb.edu.au:1;careersonline.unimelb.edu.au:1
arts,Arts,unique,content,276,4,https://arts.unimelb.edu.au/students/experiential-learning/the-big-idea,The Social Impact Project,arts.unimelb.edu.au:1;careersonline.unimelb.edu.au:1
arts,Arts,mixed,content,987,27,https://students.unimelb.edu.au/course-admin/census-dates,Check your subject census dates : The University of Melbourne,students.unimelb.edu.au:22;ask.unimelb.edu.au:10;my.unimelb.edu.au:3
arts,Arts,mixed,content,316,19,https://students.unimelb.edu.au/course-admin/class-timetable,Class timetable | Current students | The University of Melbourne,students.unimelb.edu.au:15;mytimetable.students.unimelb.edu.au:1
arts,Arts,unique,content,224,4,https://arts.unimelb.edu.au/students/graduate-coursework/enrichment,Enrichment,arts.unimelb.edu.au:1
arts,Arts,unique,content,991,4,https://arts.unimelb.edu.au/students/graduate-coursework/enrichment/arts-student-ambassadors,Arts Student Ambassadors,arts.unimelb.edu.au:13;catalog.lms.unimelb.edu.au:1;www.vic.gov.au:1
arts,Arts,mixed,content,1418,16,https://students.unimelb.edu.au/course-admin/cross-institutional-study,Cross-institutional study,students.unimelb.edu.au:6;ask.unimelb.edu.au:4;handbook.unimelb.edu.au:4
arts,Arts,unique,content,311,4,https://arts.unimelb.edu.au/students/graduate-coursework/enrichment/gshss-academic-culture-and-english-tutorials,GSHSS Academic Culture and English Tutorials,arts.unimelb.edu.au:1;q.surveys.unimelb.edu.au:1
arts,Arts,mixed,content,893,8,https://arts.unimelb.edu.au/students/graduate-coursework/enrich-your-program/overseas-experience,Overseas experience,studyos.students.unimelb.edu.au:28;students.unimelb.edu.au:4;arts.unimelb.edu.au:1
arts,Arts,link-farm,stub,0,0,https://arts.unimelb.edu.au/students/graduate-coursework/manage-your-course,,
arts,Arts,mixed,content,718,15,https://students.unimelb.edu.au/course-admin/planning-your-course-and-subjects/study-load/overloading,Overloading | Current students | The University of Melbourne,students.unimelb.edu.au:10;handbook.unimelb.edu.au:1;my.unimelb.edu.au:1
arts,Arts,link-farm,stub,141,4,https://arts.unimelb.edu.au/students/graduate-coursework/resources-and-support,Resources and support,arts.unimelb.edu.au:1
arts,Arts,unique,content,344,4,https://arts.unimelb.edu.au/students/graduate-coursework/resources-and-support/video-edit-suites,Video edit suites,arts.unimelb.edu.au:1;www.google.com:1;maps.unimelb.edu.au:1
arts,Arts,link-farm,stub,157,4,https://arts.unimelb.edu.au/students/graduate-research/commencement,Commence your candidature,arts.unimelb.edu.au:1
arts,Arts,unique,content,320,4,https://arts.unimelb.edu.au/students/graduate-research/commencement/commencement-checklist,Commencement form checklist,gradresearch.unimelb.edu.au:3;arts.unimelb.edu.au:1;canvas.lms.unimelb.edu.au:1
arts,Arts,mixed,content,913,10,https://arts.unimelb.edu.au/students/graduate-research/commencement/course-enrolment-information,Course enrolment information,students.unimelb.edu.au:5;canvas.lms.unimelb.edu.au:2;arts.unimelb.edu.au:1
arts,Arts,unique,content,353,4,https://arts.unimelb.edu.au/students/graduate-research/commencement/orientation-and-induction,Graduate Research Orientation,arts.unimelb.edu.au:1;gateway.research.unimelb.edu.au:1
arts,Arts,mixed,content,1369,10,https://arts.unimelb.edu.au/students/graduate-research/commencement/overview-of-course-structure,Overview of course structure,handbook.unimelb.edu.au:6;arts.unimelb.edu.au:1;gradresearch.unimelb.edu.au:1
arts,Arts,link-farm,stub,102,4,https://arts.unimelb.edu.au/students/graduate-research/faqs,Support for your research,arts.unimelb.edu.au:1
arts,Arts,link-farm,stub,38,4,https://arts.unimelb.edu.au/students/graduate-research/faqs/gr-research-support-funding,Research support funding,scholarships.unimelb.edu.au:4;arts.unimelb.edu.au:1
arts,Arts,unique,content,359,4,https://arts.unimelb.edu.au/students/graduate-research/faqs/research-support,Research support,research.unimelb.edu.au:3;arts.unimelb.edu.au:2;library.unimelb.edu.au:2
arts,Arts,unique,content,197,4,https://arts.unimelb.edu.au/students/graduate-research/faqs/resources,Facilities and resources,arts.unimelb.edu.au:1;gradresearch.unimelb.edu.au:1
arts,Arts,link-farm,stub,92,4,https://arts.unimelb.edu.au/students/graduate-research/manage-your-research-program,Manage your candidature,arts.unimelb.edu.au:1
arts,Arts,unique,content,1254,5,https://arts.unimelb.edu.au/students/graduate-research/manage-your-research-program/candidature-variation,Candidature variations,gradresearch.unimelb.edu.au:14;arts.unimelb.edu.au:2;policy.unimelb.edu.au:1
arts,Arts,unique,content,717,5,https://arts.unimelb.edu.au/students/graduate-research/manage-your-research-program/conversion-and-transfer,Course conversion,gradresearch.unimelb.edu.au:3;arts.unimelb.edu.au:1;study.unimelb.edu.au:1
arts,Arts,unique,content,234,5,https://arts.unimelb.edu.au/students/graduate-research/manage-your-research-program/enrichment-activities,Enriching your graduate research,research.unimelb.edu.au:2;arts.unimelb.edu.au:1;unimelbcloud.sharepoint.com:1
arts,Arts,unique,content,1517,4,https://arts.unimelb.edu.au/students/graduate-research/manage-your-research-program/milestone-reviews,Milestone reviews,arts.unimelb.edu.au:13;gradresearch.unimelb.edu.au:8;my.unimelb.edu.au:2
arts,Arts,unique,content,338,4,https://arts.unimelb.edu.au/students/graduate-research/manage-your-research-program/thesis-requirements,Thesis submission,gradresearch.unimelb.edu.au:3;arts.unimelb.edu.au:1
arts,Arts,link-farm,stub,68,4,https://arts.unimelb.edu.au/students/graduate-research/meet-our-graduate-researchers,Graduate researcher profiles,arts.unimelb.edu.au:7
arts,Arts,unique,content,194,5,https://arts.unimelb.edu.au/students/overseas-experience/funding/faculty-of-arts-overseas-subject-travel-grant,Faculty of Arts Travel Grant,arts.unimelb.edu.au:8;scholarships.unimelb.edu.au:2;handbook.unimelb.edu.au:1
arts,Arts,link-farm,stub,120,4,https://arts.unimelb.edu.au/students/overseas-experience/funding/melbourne-global-language-scholarship,Arts Global Languages Scholarship,arts.unimelb.edu.au:1;scholarships.unimelb.edu.au:1
arts,Arts,link-farm,stub,156,4,https://arts.unimelb.edu.au/students/overseas-experience/funding/melbourne-mobility-awards,Melbourne Mobility Awards,arts.unimelb.edu.au:1;scholarships.unimelb.edu.au:1
arts,Arts,mixed,content,320,6,https://arts.unimelb.edu.au/students/undergraduate/bachelor-of-arts-orientation,Bachelor of Arts Orientation,arts.unimelb.edu.au:2;students.unimelb.edu.au:2;twitter.com:1
arts,Arts,mixed,content,358,6,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts,Enrichment,arts.unimelb.edu.au:1;students.unimelb.edu.au:1;study.unimelb.edu.au:1
arts,Arts,unique,content,426,4,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts/academic-mentoring/dr-delia-lin,Dr Delia Lin,arts.unimelb.edu.au:1;findanexpert.unimelb.edu.au:1
arts,Arts,redirect,redirect,105,0,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts/academic-mentoring/dr-lara-anderson,404 : Page not found | Error,arts.unimelb.edu.au:2;search.unimelb.edu.au:1
arts,Arts,unique,content,450,4,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts/academic-mentoring/professor-tim-parkin,Professor Tim Parkin,arts.unimelb.edu.au:1;findanexpert.unimelb.edu.au:1
arts,Arts,unique,content,316,5,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts/campus-experience,Campus experience,arts.unimelb.edu.au:4;maps.unimelb.edu.au:3;library.unimelb.edu.au:2
arts,Arts,mixed,content,720,7,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts/melbourne-peer-mentor-program,Melbourne Peer Mentor Program,students.unimelb.edu.au:3;my.unilife.unimelb.edu.au:3;arts.unimelb.edu.au:1
arts,Arts,unique,content,453,4,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts/peer-assisted-study-sessions,Peer Assisted Study Sessions,arts.unimelb.edu.au:1
arts,Arts,link-farm,stub,54,4,https://arts.unimelb.edu.au/students/undergraduate/resources-and-support,Resources and support,arts.unimelb.edu.au:1
arts,Arts,mixed,content,393,6,https://arts.unimelb.edu.au/students/undergraduate/resources-and-support/academic-resources,Academic resources,arts.unimelb.edu.au:12;students.unimelb.edu.au:2;lms.unimelb.edu.au:1
arts,Arts,unique,content,351,4,https://arts.unimelb.edu.au/students/undergraduate/resources-and-support/arts-west-disability-access,Arts West building disability access,maps.unimelb.edu.au:4;arts.unimelb.edu.au:1
arts,Arts,unique,content,367,5,https://arts.unimelb.edu.au/students/undergraduate/resources-and-support/language-placement-tests,Language placement tests,edtech.le.unimelb.edu.au:10;arts.unimelb.edu.au:2;students.unimelb.edu.au:1
arts,Arts,mixed,content,306,7,https://arts.unimelb.edu.au/students/experiential-learning/industry-project,Industry Project (ARTS30001),handbook.unimelb.edu.au:2;arts.unimelb.edu.au:1;students.unimelb.edu.au:1
arts,Arts,mixed,content,891,7,https://arts.unimelb.edu.au/students/experiential-learning/internship-personal-and-career-growth,Internship: Personal & Career Growth | UniMelb Arts,handbook.unimelb.edu.au:2;arts.unimelb.edu.au:1;careersonline.unimelb.edu.au:1
arts,Arts,unique,content,667,4,https://arts.unimelb.edu.au/students/experiential-learning/internship-personal-and-career-growth/invitation-to-host-an-intern,Invitation to host an intern,arts.unimelb.edu.au:1
arts,Arts,mixed,content,893,8,https://arts.unimelb.edu.au/students/graduate-coursework/enrich-your-program/overseas-experience,Overseas experience,studyos.students.unimelb.edu.au:28;students.unimelb.edu.au:4;arts.unimelb.edu.au:1
arts,Arts,unique,content,194,5,https://arts.unimelb.edu.au/students/graduate-coursework/enrich-your-program/overseas-experience/funding/faculty-of-arts-overseas-subject-travel-grant,Faculty of Arts Travel Grant,arts.unimelb.edu.au:8;scholarships.unimelb.edu.au:2;handbook.unimelb.edu.au:1
arts,Arts,link-farm,stub,120,4,https://arts.unimelb.edu.au/students/graduate-coursework/enrich-your-program/overseas-experience/funding/melbourne-global-language-scholarship,Arts Global Languages Scholarship,arts.unimelb.edu.au:1;scholarships.unimelb.edu.au:1
arts,Arts,link-farm,stub,156,4,https://arts.unimelb.edu.au/students/graduate-coursework/enrich-your-program/overseas-experience/funding/melbourne-mobility-awards,Melbourne Mobility Awards,arts.unimelb.edu.au:1;scholarships.unimelb.edu.au:1
arts,Arts,unique,content,351,4,https://arts.unimelb.edu.au/students/arts-west-disability-access,Arts West building disability access,maps.unimelb.edu.au:4;arts.unimelb.edu.au:1
arts,Arts,mixed,content,605,7,https://scholarships.unimelb.edu.au/awards/faculty-of-arts-graduate-coursework-conference-grants,Faculty of Arts Graduate Coursework Conference Grants,scholarships.unimelb.edu.au:9;study.unimelb.edu.au:3;www.smartraveller.gov.au:1
arts,Arts,mixed,content,1140,9,https://scholarships.unimelb.edu.au/awards/faculty-of-arts-internship-grants,Faculty of Arts Internship Grants,scholarships.unimelb.edu.au:9;study.unimelb.edu.au:3;handbook.unimelb.edu.au:2
arts,Arts,redirect,redirect,155,4,https://arts.unimelb.edu.au/students/graduate-research/manage-your-research-program/eStudent%20login,Page not found,arts.unimelb.edu.au:3;search.unimelb.edu.au:1
arts,Arts,link-farm,stub,100,4,https://arts.unimelb.edu.au/students/graduate-research/manage-your-research-program/enrichment-activities/artsmodules,ArtsModules,arts.unimelb.edu.au:1
arts,Arts,unique,content,353,4,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/orientation-and-induction,Graduate Research Orientation,arts.unimelb.edu.au:1;gateway.research.unimelb.edu.au:1
arts,Arts,mixed,content,1369,10,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/overview-of-course-structure,Overview of course structure,handbook.unimelb.edu.au:6;arts.unimelb.edu.au:1;gradresearch.unimelb.edu.au:1
arts,Arts,unique,content,386,4,https://arts.unimelb.edu.au/contact-us/book-a-room-or-equipment,Book a room and hire equipment,arts.unimelb.edu.au:6;services.unimelb.edu.au:1;q.surveys.unimelb.edu.au:1
arts,Arts,unique,content,1489,4,https://arts.unimelb.edu.au/students/arts-student-advisory-council,Arts Student Advisory Council,arts.unimelb.edu.au:13;artsunimelb.formstack.com:2
arts,Arts,mixed,content,580,35,https://study.unimelb.edu.au/find/courses/honours/bachelor-of-arts-degree-with-honours/?referrer=arts_redirect,Bachelor of Arts (Degree with Honours) - The University of Melbourne,study.unimelb.edu.au:28;forms.your.unimelb.edu.au:3;graduate.arts.unimelb.edu.au:1
arts,Arts,redirect,redirect,80,0,https://arts.unimelb.edu.au/students/experiential-learning-archive,404 : Page not found | Error,arts.unimelb.edu.au:2;search.unimelb.edu.au:1
arts,Arts,unique,content,344,4,https://arts.unimelb.edu.au/students/graduate-coursework/enrich-your-program/video-edit-suites,Video edit suites,arts.unimelb.edu.au:1;www.google.com:1;maps.unimelb.edu.au:1
arts,Arts,unique,content,331,4,https://arts.unimelb.edu.au/students/audiovisual-loan-equipment,Audio/Visual loan equipment,arts.unimelb.edu.au:1;staff.unimelb.edu.au:1
arts,Arts,unique,content,344,4,https://arts.unimelb.edu.au/students/graduate-coursework/enrich-your-program/video-edit-suites,Video edit suites,arts.unimelb.edu.au:1;www.google.com:1;maps.unimelb.edu.au:1
arts,Arts,link-farm,stub,157,4,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2,Commence your candidature,arts.unimelb.edu.au:1
arts,Arts,unique,content,353,4,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/orientation-and-induction,Graduate Research Orientation,arts.unimelb.edu.au:1;gateway.research.unimelb.edu.au:1
arts,Arts,mixed,content,1369,10,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/overview-of-course-structure,Overview of course structure,handbook.unimelb.edu.au:6;arts.unimelb.edu.au:1;gradresearch.unimelb.edu.au:1
arts,Arts,unique,content,320,4,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/commencement-checklist,Commencement form checklist,gradresearch.unimelb.edu.au:3;arts.unimelb.edu.au:1;canvas.lms.unimelb.edu.au:1
arts,Arts,mixed,content,913,10,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/course-enrolment-information,Course enrolment information,students.unimelb.edu.au:5;canvas.lms.unimelb.edu.au:2;arts.unimelb.edu.au:1
biomedical,MDHS,unique,content,478,0,https://biomedicalsciences.unimelb.edu.au/study/current-student-information,Shape your biomedical sciences experience,biomedicalsciences.unimelb.edu.au:3;www.youtube.com:1
biomedical,MDHS,unique,content,1663,0,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/biom30003-biomedical-science-research-project,BIOM30003 Biomedical Science Research Project,biomedicalsciences.unimelb.edu.au:8;science.unimelb.edu.au:1;handbook.unimelb.edu.au:1
biomedical,MDHS,unique,content,417,0,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/master-of-biomedical-science,Master of Biomedical Science,biomedicalsciences.unimelb.edu.au:4;youtu.be:2;www.youtube.com:1
biomedical,MDHS,unique,content,448,2,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine,Bachelor of Biomedicine at-a-glance,biomedicalsciences.unimelb.edu.au:4;mdhs.unimelb.edu.au:3;students.unimelb.edu.au:2
biomedical,MDHS,unique,content,1452,1,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/quota-subjects,Quota Subjects,biomedicalsciences.unimelb.edu.au:3;enrolmentvariations.app.unimelb.edu.au:2;forms.your.unimelb.edu.au:2
biomedical,MDHS,link-farm,stub,0,0,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/student-portal,Student portal (redirects to SSO/SAML login),sso.unimelb.edu.au:1
biomedical,MDHS,link-farm,stub,0,0,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/university-health-hub,University Health Hub (redirects to MDHS Contact),mdhs.unimelb.edu.au:1
biomedical,MDHS,unique,content,507,0,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/master-of-biomedical-science/academic-skills,Academic Skills,services.unimelb.edu.au:4;biomedicalsciences.unimelb.edu.au:3;www.youtube.com:2
biomedical,MDHS,unique,content,710,2,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/master-of-biomedical-science/course-planning,Course Planning,biomedicalsciences.unimelb.edu.au:3;students.unimelb.edu.au:2;www.youtube.com:1
biomedical,MDHS,unique,content,393,0,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/master-of-biomedical-science/deans-honours-list,Deans' Honours List,biomedicalsciences.unimelb.edu.au:3;www.youtube.com:1
biomedical,MDHS,unique,content,281,1,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/master-of-biomedical-science/orientation,Orientation,biomedicalsciences.unimelb.edu.au:3;students.unimelb.edu.au:1;www.youtube.com:1
biomedical,MDHS,unique,content,390,0,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/master-of-biomedical-science/student-clubs-and-societies,Student Clubs and Societies,biomedicalsciences.unimelb.edu.au:3;umsu.unimelb.edu.au:1;www.sport.unimelb.edu.au:1
biomedical,MDHS,unique,content,420,2,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/academic-skills,Academic Skills,biomedicalsciences.unimelb.edu.au:3;students.unimelb.edu.au:2;www.youtube.com:2
biomedical,MDHS,unique,content,1543,0,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/biomedicine-deans-honours-list,Biomedicine Deans' Honours List,biomedicalsciences.unimelb.edu.au:3;www.youtube.com:1
biomedical,MDHS,unique,content,836,4,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/biomedicine-enrolment-advice-day,Biomedicine Enrolment Advice Day,vimeo.com:16;biomedicalsciences.unimelb.edu.au:4;students.unimelb.edu.au:4
biomedical,MDHS,unique,content,546,0,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/biomedicine-graduate-pathways,Biomedicine Graduate Pathways,biomedicalsciences.unimelb.edu.au:6;study.unimelb.edu.au:1;mdhs.unimelb.edu.au:1
biomedical,MDHS,unique,content,1459,0,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/breadth,Breadth,handbook.unimelb.edu.au:78;biomedicalsciences.unimelb.edu.au:3;arts.unimelb.edu.au:2
biomedical,MDHS,unique,content,532,1,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/concurrent-diplomas,Concurrent Diplomas,study.unimelb.edu.au:4;handbook.unimelb.edu.au:4;biomedicalsciences.unimelb.edu.au:3
biomedical,MDHS,unique,content,1147,1,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/majors,Majors,biomedicalsciences.unimelb.edu.au:3;students.unimelb.edu.au:1;www.youtube.com:1
