topic,unit_slug,faculty,url,title,wordCount,classification,page_type
student-life,arts,Arts,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts/campus-experience,Campus experience,316,unique,content
student-life,arts,Arts,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts/melbourne-peer-mentor-program,Melbourne Peer Mentor Program,720,mixed,content
student-life,arts,Arts,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts/peer-assisted-study-sessions,Peer Assisted Study Sessions,453,unique,content
student-life,arts,Arts,https://arts.unimelb.edu.au/students/undergraduate/resources-and-support/academic-resources,Academic resources,393,mixed,content
student-life,arts,Arts,https://arts.unimelb.edu.au/students/undergraduate/resources-and-support/arts-west-disability-access,Arts West building disability access,351,unique,content
student-life,arts,Arts,https://arts.unimelb.edu.au/students/undergraduate/resources-and-support/language-placement-tests,Language placement tests,367,unique,content
student-life,arts,Arts,https://arts.unimelb.edu.au/students/arts-west-disability-access,Arts West building disability access,351,unique,content
student-life,biomedical,MDHS,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/orientation,Biomedicine Orientation,437,unique,content
student-life,education,Education,https://education.unimelb.edu.au/study/current-students/enrich-your-studies,Enrich your studies,308,unique,content
student-life,education,Education,https://education.unimelb.edu.au/study/current-students/enrich-your-studies/graduate-education-ambassador-program,Student Ambassador program,467,unique,content
student-life,education,Education,https://education.unimelb.edu.au/study/current-students/enrich-your-studies/peer-mentoring,Peer Mentoring,605,unique,content
student-life,fbe,FBE,https://fbe.unimelb.edu.au/students/wellbeing/ambassadors,Ambassadors,419,unique,content
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/eng-and-it-community,Engineering and IT Community,1255,unique,content
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/eng-and-it-community/science-pathway,Science/Engineering pathway,601,unique,content
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/eng-and-it-community/commerce-pathway,Commerce/Engineering pathway,1285,unique,content
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/eng-and-it-community/design-pathway,Design/Engineering pathway,669,unique,content
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/eng-and-it-community/biomedicine-pathway,Biomedicine/Engineering pathway,581,unique,content
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/eng-and-it-community/community-image-gallery,Community image gallery,375,unique,content
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/eng-and-it-community/deep-dive-sessions,Deep Dive Sessions,382,unique,content
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/eng-and-it-community/scholarships,"Engineering and IT undergraduate scholarships, The University of Melbourne",569,unique,content
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/community-awards,Community Awards,489,unique,content
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/our-clubs/melbourne-university-geomatics-society-mugs,Melbourne University Geomatics Society (MUGS),493,unique,content
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/our-clubs/drone-aviation-and-racing-engineering-society,Drone Aviation and Racing Engineering Society,401,unique,content
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/mentoring-volunteering/salp,Student Ambassador Leadership Program,726,unique,content
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/our-clubs/melbourne-university-civil-and-structural-society,Melbourne University Civil and Structural Society,412,unique,content
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/mentoring-volunteering/peer-connect-program,Peer Connect Program,1614,unique,content
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/clubs/our-clubs/mechanical-engineering-student-society-mess,Mechanical Engineering Student Society,397,unique,content
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/community-awards/winners,Previous Community Awards winners,323,unique,content
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/community-awards/nominate,Nominate for the Community Awards,1038,unique,content
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/community-awards/faqs,Community Awards FAQs,873,unique,content
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/community-awards/winners/2022-winners,2022 winners,349,unique,content
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/community-awards/winners/2025-winners,2025 winners,328,unique,content
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/community-awards/winners/2023-winners,2023 winners,352,unique,content
student-life,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/spotlight-celebrations/community-awards/winners/2024-winners,2024 winners,344,unique,content
student-life,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/employability-in-fine-arts-and-music,Employability in Fine Arts and Music,711,mixed,content
student-life,law,Law,https://law.unimelb.edu.au/students/academic-support-and-wellbeing/student-equity-and-disability-support,Student Equity and Disability Support,565,unique,content
student-life,law,Law,https://law.unimelb.edu.au/students/grd/enrichment/student-life-and-societies,Student Life and Societies,216,unique,content
student-life,law,Law,https://law.unimelb.edu.au/students/grd/enrichment/student-life-and-societies/mls-gra,MLS Graduate Researchers Association (GRA),265,unique,content
student-life,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/mls-clinics/subjects/street-law,Street Law,475,unique,content
student-life,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/mooting-and-competitions,Mooting and Competitions,169,unique,content
student-life,law,Law,https://law.unimelb.edu.au/students/orientation,Orientation,509,unique,content
student-life,law,Law,https://law.unimelb.edu.au/students/jd,JD Students,795,mixed,content
student-life,law,Law,https://law.unimelb.edu.au/students/legal-academic-skills/lms-community,Legal Academic Skills LMS Community,196,unique,content
student-life,law,Law,https://law.unimelb.edu.au/students/orientation,Orientation,509,unique,content
student-life,law,Law,https://law.unimelb.edu.au/students/masters,MLM Students,752,unique,content
student-life,law,Law,https://law.unimelb.edu.au/students/orientation,Orientation,509,unique,content
student-life,law,Law,https://law.unimelb.edu.au/students/student-life-and-societies,Student Life and Societies,289,unique,content
student-life,mbs,FBE,https://mbs.unimelb.edu.au/students/wellbeing/ambassadors,Ambassadors,390,unique,content
student-life,science,Science,https://science.unimelb.edu.au/students/student-life,Student life in the Faculty of Science,518,unique,content
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-life-and-societies,Student Clubs and Societies,1163,unique,content
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/student-staff-reference-committee,Student-Staff Reference Committee,960,unique,content
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/volunteering-and-leadership,Volunteering and leadership,791,unique,content
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/volunteering-and-leadership/become-a-science-roadshow-presenter,Become a Science Roadshow presenter,493,unique,content
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/volunteering-and-leadership/biotechnology-peer-to-peer-mentoring,Biotechnology Peer-to-Peer Mentoring,575,unique,content
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/volunteering-and-leadership/data-science-peer-to-peer-mentoring,Data Science Peer-to-Peer Mentoring,585,unique,content
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/volunteering-and-leadership/science-ambassadors,Science Student Ambassadors,857,unique,content
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/wellbeing,Student wellbeing,1087,unique,content
student-life,science,Science,https://science.unimelb.edu.au/students/student-life/wellbeing/wellbeing-events/swot-vac-wellbeing-brunch,SWOT Vac Wellbeing Brunch,379,unique,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students,Current Students | Melbourne School of Design,1239,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios,MSD Studios,373,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/quota-subjects,Quota Subjects | Melbourne School of Design,1216,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios,Travelling Studios | Melbourne School of Design,831,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/internships-vocational-placements,Internships and Vocational Placements,1271,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/practical-experience,Practical Experience,376,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/subjects-with-a-travel-component,Subjects with a Travel Component,356,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning,Course Planning | Current Students | MSD,300,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/enrolment,Enrolment | Current Students | Melbourne School of Design,514,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information,Subject Information | Melbourne School of Design,596,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/master-of-urban-and-cultural-heritage,Master of Urban and Cultural Heritage,453,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/master-of-architectural-engineering,Master of Architectural Engineering,582,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-urban-planning,Master of Urban Planning Studio/Thesis,767,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-urban-design,Master of Urban Design Studios,377,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-landscape-architecture,Master of Landscape Architecture Studios,343,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture,Master of Architecture Studios,487,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/2026-subjects-with-international-travel/southeast-asia-travelling-studio,Southeast Asia Travelling Studio,780,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/internships-vocational-placements/abpl90434-construction-management-internship,ABPL90434 Construction Management Internship,697,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/internships-vocational-placements/abpl90434-construction-management-internship/how-to-apply,How to apply | ABPL90434,668,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/msdx-and-student-exhibitions/key-dates,Key dates,585,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/msdx-and-student-exhibitions/msd-student-curator-group,MSD Student Curator Group,772,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-urban-planning/up-2023_sm2-studios/mup-studio,MUP Studio,565,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-urban-design/ud-2023_sm2-studios/studio-a,Studio A,1518,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm2_2025/the-city-as-design,The City as Design Project,1412,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm2_2025/go-east-young-woman,Go East Young Wo(Man),1076,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-urban-design/ud-2023_sm2-studios/thesis-studio,Thesis Studio,987,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-landscape-architecture/la_sm1_2026/material-traces,MATERIAL TRACES,815,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-landscape-architecture/la_sm1_2026/darebin-resilience,DESIGNING RIPIARIAN SYSTEMS FOR RESILIENCE & CULTURAL MEANING,1275,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/caretaker-studio,Caretaker Studio,791,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/unbounding-ground,Unbounding Ground,729,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/narrating-ground,Narrating Ground,740,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/yern-da-ville,Yern-da-ville,811,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/html,HTML,848,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/threshold,Threshold,1347,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/five-mile-creek,Five Mile Creek,941,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/inland,Inland,662,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/the-mansion-and-the-lagoon,The Mansion and The Lagoon,1043,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/healing-the-city,Healing the City,1035,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/the-broken-box,The Broken Box,940,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/living-island,Living Island,773,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm1_2026/nothing-special,Nothing Special,811,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm1_2026/barbican,BARBICAN Independent London,958,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm1_2026/denatured-visions,Sweating out the Toxins,913,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm1_2026/basin,Basin,936,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm1_2026/church-studio,CHURCH Studio,1193,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm1_2026/flats,Flats,704,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm1_2026/future-casting,Future Casting,799,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm1_2026/domesticity-inside-out,Domesticity Inside Out,749,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/e_sm1_2026/vernacular-spectacular,Vernacular Spectacular,728,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/e_sm1_2026/material-metaphors,Material Metaphors,713,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/e_sm1_2026/cenobio-endgame,Cenobio,826,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/e_sm1_2026/wasteocene,Wasteocene,1199,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/e_sm1_2026/bothy,Bothy,734,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/e_sm1_2026/space-for-hire,Light Industry,773,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/e_sm1_2026/NotOnlyButAlso,Not Only But Also,835,mixed,content
subjects-timetable,abp,ABP,"https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/open-animal,-vegetable,-mineral","Animal, Vegetable, Mineral : Architecture in the Anthropocene",712,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/collective-housing,Housing Studio,789,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/nightingale-night-school,Nightingale Night School,910,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/open-rememory,Open Studio: Rememory,786,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/re-up,Re-Up,934,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/future-civic,Open Studio: Future Civic,1505,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/open-worlding,Open Studio: Worlding,1320,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/open-studio-parts-unknown,Open Studio: Parts Unknown,755,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/internships-vocational-placements/abpl90434-construction-management-internship/self-sourced,Self-sourced internships | ABPL90434,1289,mixed,content
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/internships-vocational-placements/abpl90434-construction-management-internship/information-for-hosts,Information for hosts | ABPL90434,1059,mixed,content
subjects-timetable,arts,Arts,https://arts.unimelb.edu.au/students/experiential-learning,Experiential Learning,1770,mixed,content
subjects-timetable,arts,Arts,https://arts.unimelb.edu.au/students/graduate-coursework,Graduate coursework students,550,mixed,content
subjects-timetable,arts,Arts,https://arts.unimelb.edu.au/students/graduate-coursework/enrichment/diploma-in-languages,Diploma in Languages,456,mixed,content
subjects-timetable,arts,Arts,https://arts.unimelb.edu.au/students/overseas-experience,Overseas experience,893,mixed,content
subjects-timetable,arts,Arts,https://arts.unimelb.edu.au/students/experiential-learning/ema-internship-subject,EMA Internship Subject | Executive Master of Arts – UniMelb,791,mixed,content
subjects-timetable,arts,Arts,https://arts.unimelb.edu.au/students/experiential-learning/journalism-internship-subject,Journalism Internship | Master of Journalism & International Journalism – UniMelb,804,mixed,content
subjects-timetable,arts,Arts,https://arts.unimelb.edu.au/students/experiential-learning/scc-graduate-internship-subjects,SCC Graduate Internship Subjects,629,mixed,content
subjects-timetable,arts,Arts,https://arts.unimelb.edu.au/students/experiential-learning/industry-project,Industry Project (ARTS30001),306,mixed,content
subjects-timetable,arts,Arts,https://arts.unimelb.edu.au/students/experiential-learning/internship-personal-and-career-growth,Internship: Personal & Career Growth | UniMelb Arts,891,mixed,content
subjects-timetable,arts,Arts,https://students.unimelb.edu.au/course-admin/census-dates,Check your subject census dates : The University of Melbourne,987,mixed,content
subjects-timetable,arts,Arts,https://students.unimelb.edu.au/course-admin/class-timetable,Class timetable | Current students | The University of Melbourne,316,mixed,content
subjects-timetable,arts,Arts,https://students.unimelb.edu.au/course-admin/cross-institutional-study,Cross-institutional study,1418,mixed,content
subjects-timetable,arts,Arts,https://arts.unimelb.edu.au/students/graduate-coursework/enrichment/gshss-academic-culture-and-english-tutorials,GSHSS Academic Culture and English Tutorials,311,unique,content
subjects-timetable,arts,Arts,https://arts.unimelb.edu.au/students/graduate-coursework/enrich-your-program/overseas-experience,Overseas experience,893,mixed,content
subjects-timetable,arts,Arts,https://students.unimelb.edu.au/course-admin/planning-your-course-and-subjects/study-load/overloading,Overloading | Current students | The University of Melbourne,718,mixed,content
subjects-timetable,arts,Arts,https://arts.unimelb.edu.au/students/graduate-coursework/resources-and-support/video-edit-suites,Video edit suites,344,unique,content
subjects-timetable,arts,Arts,https://arts.unimelb.edu.au/students/overseas-experience/funding/faculty-of-arts-overseas-subject-travel-grant,Faculty of Arts Travel Grant,194,unique,content
subjects-timetable,arts,Arts,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts,Enrichment,358,mixed,content
subjects-timetable,arts,Arts,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts/academic-mentoring/dr-delia-lin,Dr Delia Lin,426,unique,content
subjects-timetable,arts,Arts,https://arts.unimelb.edu.au/students/experiential-learning/industry-project,Industry Project (ARTS30001),306,mixed,content
subjects-timetable,arts,Arts,https://arts.unimelb.edu.au/students/experiential-learning/internship-personal-and-career-growth,Internship: Personal & Career Growth | UniMelb Arts,891,mixed,content
subjects-timetable,arts,Arts,https://arts.unimelb.edu.au/students/experiential-learning/internship-personal-and-career-growth/invitation-to-host-an-intern,Invitation to host an intern,667,unique,content
subjects-timetable,arts,Arts,https://arts.unimelb.edu.au/students/graduate-coursework/enrich-your-program/overseas-experience,Overseas experience,893,mixed,content
subjects-timetable,arts,Arts,https://arts.unimelb.edu.au/students/graduate-coursework/enrich-your-program/overseas-experience/funding/faculty-of-arts-overseas-subject-travel-grant,Faculty of Arts Travel Grant,194,unique,content
subjects-timetable,arts,Arts,https://arts.unimelb.edu.au/students/graduate-coursework/enrich-your-program/video-edit-suites,Video edit suites,344,unique,content
subjects-timetable,arts,Arts,https://arts.unimelb.edu.au/students/audiovisual-loan-equipment,Audio/Visual loan equipment,331,unique,content
subjects-timetable,arts,Arts,https://arts.unimelb.edu.au/students/graduate-coursework/enrich-your-program/video-edit-suites,Video edit suites,344,unique,content
subjects-timetable,biomedical,MDHS,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/biom30003-biomedical-science-research-project,BIOM30003 Biomedical Science Research Project,1663,unique,content
subjects-timetable,biomedical,MDHS,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/master-of-biomedical-science,Master of Biomedical Science,417,unique,content
subjects-timetable,biomedical,MDHS,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine,Bachelor of Biomedicine at-a-glance,448,unique,content
subjects-timetable,biomedical,MDHS,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/quota-subjects,Quota Subjects,1452,unique,content
subjects-timetable,biomedical,MDHS,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/master-of-biomedical-science/course-planning,Course Planning,710,unique,content
subjects-timetable,biomedical,MDHS,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/master-of-biomedical-science/deans-honours-list,Deans' Honours List,393,unique,content
subjects-timetable,biomedical,MDHS,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/breadth,Breadth,1459,unique,content
subjects-timetable,biomedical,MDHS,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/concurrent-diplomas,Concurrent Diplomas,532,unique,content
subjects-timetable,biomedical,MDHS,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/plan-your-first-year-subjects,Plan your First Year Subjects,1184,unique,content
subjects-timetable,biomedical,MDHS,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/study-plan-templates,Plan Your Course,1459,unique,content
subjects-timetable,dental,MDHS,https://dental.unimelb.edu.au/study/student-resources,Student Resources | Melbourne Dental School,1669,unique,content
subjects-timetable,dental,MDHS,https://dental.unimelb.edu.au/study/student-resources/Research,Research,660,unique,content
subjects-timetable,education,Education,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/assessment,Assessment,961,unique,content
subjects-timetable,education,Education,https://education.unimelb.edu.au/study/current-students/extension-assessment-information-and-policies/main-page-links/attendance-hurdles,Attendance Hurdles,300,unique,content
subjects-timetable,education,Education,https://education.unimelb.edu.au/study/current-students/extension-assessment-information-and-policies/main-page-links/reassessment,Reassessment,293,unique,content
subjects-timetable,education,Education,https://education.unimelb.edu.au/study/current-students/extension-assessment-information-and-policies/main-page-links/special-consideration,Special Consideration,225,unique,content
subjects-timetable,education,Education,https://education.unimelb.edu.au/study/current-students/subject-enrolment,Subject Enrolment,524,mixed,content
subjects-timetable,education,Education,https://education.unimelb.edu.au/study/current-students/timetable,Student Timetabling | Faculty of Education,1048,mixed,content
subjects-timetable,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/progress-your-career/internship/internship-subjects,Internships - Students - Faculty of Engineering and Information Technology,728,unique,content
subjects-timetable,feit,FEIT,https://eng.unimelb.edu.au/students/scholarships-prizes-and-awards/undergraduate/subject-prizes-1,Undergraduate Prizes,433,unique,content
subjects-timetable,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/class-registration/enrolling-in-subjects,Graduate Coursework Students (Domestic),474,mixed,content
subjects-timetable,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/class-registration/mytimetable,Graduate Coursework Students (International),523,mixed,content
subjects-timetable,feit,FEIT,"https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/improve-your-english,-communication-and-academic-skills/academic-english-tutorials",Academic English Tutorials,667,unique,content
subjects-timetable,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students,Information for current students at the Faculty of Fine Arts and Music,275,unique,content
subjects-timetable,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/assessment-and-exams/conservatorium-performance-timetable-and-examinations,Conservatorium performance examinations,307,unique,content
subjects-timetable,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/bookings-and-timetables/quiet-spaces-at-the-southbank-campus,Quiet spaces at the Southbank Campus,721,unique,content
subjects-timetable,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/bookings-and-timetables/timetable-and-room-bookings,Timetable & Room Bookings | Faculty of Fine Arts & Music,1598,mixed,content
subjects-timetable,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/ensembles/chamber-music,Chamber Music,293,unique,content
subjects-timetable,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/forms/conservatorium-ensemble-enrolment-and-participation-forms,Conservatorium Ensemble Enrolment & Participation Forms,716,unique,content
subjects-timetable,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/forms/conservatorium-subject-enrolment-forms,Conservatorium Subject Enrolment Forms,265,unique,content
subjects-timetable,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/starting-out/orientation,Orientation,409,mixed,content
subjects-timetable,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/forms/conservatorium-subject-enrolment-forms/minor-music-performance,Minor Music Performance,253,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/academic-support-and-wellbeing/wellbeing/registration-for-ongoing-support,Registration for ongoing support,418,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/academic-support-and-wellbeing/wellbeing/special-consideration,Special consideration,598,unique,content
