topic,unit_slug,faculty,url,title,wordCount,classification,page_type
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters/landscape-architecture-urban-design,Master of Landscape Architecture/Master of Urban Design,725,mixed,content
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters/landscape-urban-planning,Master of Landscape/Master of Urban Planning,763,mixed,content
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters/property-urban-planning,Master of Property/Master of Urban Planning,723,mixed,content
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters/urban-planning-urban-design,Master of Urban Planning/Master of Urban Design,599,mixed,content
course-planning,arts,Arts,https://arts.unimelb.edu.au/students/graduate-coursework/enrichment/gshss-academic-culture-and-english-tutorials,GSHSS Academic Culture and English Tutorials,311,unique,content
course-planning,biomedical,MDHS,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/master-of-biomedical-science/course-planning,Course Planning,710,unique,content
course-planning,biomedical,MDHS,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/plan-your-first-year-subjects,Plan your First Year Subjects,1184,unique,content
course-planning,biomedical,MDHS,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/study-plan-templates,Plan Your Course,1459,unique,content
course-planning,biomedical,MDHS,https://study.unimelb.edu.au/find/courses/major/biochemistry-and-molecular-biology/,Biochemistry and Molecular Biology - The University of Melbourne,166,unique,content
course-planning,education,Education,https://education.unimelb.edu.au/study/current-students/subject-enrolment,Subject Enrolment,524,mixed,content
course-planning,fbe,FBE,https://fbe.unimelb.edu.au/students/bcom/current-students,Course Planning,448,unique,content
course-planning,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/internship-no-credit,Not-for-Credit Internships,694,unique,content
course-planning,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/practice-hurdle/internship-no-credit,Not-for-Credit Internships,697,unique,content
course-planning,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/further-support/my-course-planner,My Course Planner,2057,unique,content
course-planning,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/further-support/faculty-course-planning-resources,Faculty Course Planning Resources,1270,mixed,content
course-planning,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/starting-out/orientation,Orientation,409,mixed,content
course-planning,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/forms/conservatorium-subject-enrolment-forms/minor-music-performance,Minor Music Performance,253,unique,content
course-planning,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities,Global learning opportunities,286,unique,content
course-planning,law,Law,https://law.unimelb.edu.au/students/jd/studies/concurrent-diploma,Concurrent Diploma option with the JD,372,unique,content
course-planning,law,Law,https://law.unimelb.edu.au/students/jd/studies/course-planning,JD course planning and advice,689,mixed,content
course-planning,law,Law,https://law.unimelb.edu.au/students/jd/studies/course-plans,JD course structure and plans,837,unique,content
course-planning,law,Law,https://law.unimelb.edu.au/students/jd/studies/enrolment,Enrolment and Re-Enrolment | JD | Melbourne Law School,516,unique,content
course-planning,law,Law,https://law.unimelb.edu.au/students/jd/studies/time-commitment-and-timetabling,Time Commitment and Timetabling,500,unique,content
course-planning,law,Law,https://law.unimelb.edu.au/students/masters/enrichment/global-learning-opportunities/study-abroad-at-oxford,Study Abroad at Oxford,932,unique,content
course-planning,law,Law,https://law.unimelb.edu.au/students/masters/studies/mlm-course-planning,Melbourne Law Masters course planning,1379,unique,content
course-planning,law,Law,https://law.unimelb.edu.au/students/masters/studies/student-advising,MLM student advising,372,mixed,content
course-planning,law,Law,https://law.unimelb.edu.au/students/non-partner-programs,Non-partner programs,1220,mixed,content
course-planning,law,Law,https://law.unimelb.edu.au/students/study-overseas-program,Study Overseas program,1388,mixed,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning,Course Planning,366,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/assessment,Assessment,1213,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/changing-courses,Changing Courses,886,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans,Course Plans,817,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/enrolment,Enrolment and Timetabling,1057,mixed,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/master-of-international-business-dual-degrees,Master of International Business Dual Degrees,394,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/services,Services and Facilities,299,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/student-administration,Key Dates and Contacts,512,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/student-support,Student Support,937,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/subject-selection-and-advanced,Subject Selection and Advanced Standing,1098,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-actuarial,Master of Actuarial Science,706,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-actuarial-science,Master of Actuarial Science (Extended),745,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-actuarial-science-enhanced,Master of Actuarial Science (Enhanced),774,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-applied-econometrics-commenced-prior-to-2022,Master of Applied Econometrics,852,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-applied-econometrics2,Master of Applied Econometrics (Enhanced),848,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-commerce-actuarial-science,Master of Commerce (Actuarial Science),889,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-commerce-actuarial-science-research-pathway,Master of Commerce (Actuarial Science) - Research Pathway,891,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-digital-marketing,Master of Digital Marketing,697,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-economics,Master of Economics,860,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-entrepreneurship-commenced-prior-to-2023,Master of Entrepreneurship (Enhanced) - New Venture Creation Pathway,717,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-entrepreneurship-enhanced-new-venture-creation-pathway,Master of Entrepreneurship (Enhanced) - Intrapreneurship Pathway,707,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-finance,Master of Finance,844,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-finance-enhanced,Master of Finance (Enhanced),918,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-finance-enhanced-research-pathway,Master of Finance (Enhanced) - Research Pathway,920,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-finance-research-pathway,Master of Finance - Research Pathway,846,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-indigenous-business-leadership,Master of Indigenous Business Leadership,657,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-international-busines,Master of International Business (200 point),888,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-international-business-150-point,Master of International Business (150 point),887,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-international-business-150-point-research-pathway,Master of International Business (150 point) - Research Pathway,889,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-international-business-200-point-research-pathway,Master of International Business (200 point) - Research Pathway,990,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management,Master of Management (200 point),943,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-150-point,Master of Management (150 point),919,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-150-point-research-pathway,Master of Management (150 point) - Research Pathway,938,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-200-point-research-pathway,Master of Management (200 point) - Research Pathway,973,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-accounting,Master of Management (Accounting) 200 point,779,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-accounting-finance-200-points,Master of Management (Accounting and Finance),1152,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-accounting-plan-2,Master of Management (Accounting) 150 point,1017,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-finance-150-point,Master of Management (Finance) 150 points,841,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-finance-200-point,Master of Management (Finance) 200 point,854,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-human-resources,Master of Management (Human Resources) 200 point,862,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-human-resources-150-point,Master of Management (Human Resources) 150 point,833,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-human-resources-150-point-research-pathway,Master of Management (Human Resources) 150 point - Research Pathway,835,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-human-resources-200-point-research-pathway,Master of Management (Human Resources) 200 point - Research Pathway,874,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-marketing,Master of Management (Marketing) 200 point,839,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-marketing-150,Master of Management (Marketing) 150 point,805,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-marketing-150-point-research-pathway,Master of Management (Marketing) 150 point - Research Pathway,819,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-marketing-200-point-research-pathway,Master of Management (Marketing) 200 point - Research Pathway,852,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-supply-chain-management-150pt,Master of Management (Supply Chain Management) 150pt,861,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-supply-chain-management-150pt-research-pathway,Master of Management (Supply Chain Management) 150pt - Research Pathway,837,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-supply-chain-management-200pt,Master of Management (Supply Chain Management) 200pt,837,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-supply-chain-management-200pt-research-pathway,Master of Management (Supply Chain Management) 200pt - Research Pathway,852,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/master-of-international-business-dual-degrees/inbound,Inbound - Dual Degree,794,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/master-of-international-business-dual-degrees/outbound,Outbound - Dual Degree,2023,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/services/computing-spaces,Open Access Student Computing Spaces,641,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/services/rules,Rules and conditions,463,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/services/virtual-lab,Virtual Lab,288,unique,content
course-planning,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs,Masters Programs,562,unique,content
enrolment,abp,ABP,https://msd.unimelb.edu.au/current-students,Current Students | Melbourne School of Design,1239,mixed,content
enrolment,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans,Sample Course Plans,343,mixed,content
enrolment,abp,ABP,https://msd.unimelb.edu.au/current-students/enrolment/list-of-forms,List of Forms | Current Students | Melbourne School of Design,417,mixed,content
enrolment,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning,Course Planning | Current Students | MSD,300,mixed,content
enrolment,abp,ABP,https://msd.unimelb.edu.au/current-students/enrolment,Enrolment | Current Students | Melbourne School of Design,514,mixed,content
enrolment,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information,Subject Information | Melbourne School of Design,596,mixed,content
enrolment,abp,ABP,https://msd.unimelb.edu.au/current-students/enrolment/list-of-forms/application-for-extension,Application for Extension,1001,mixed,content
enrolment,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research,Graduate research,353,mixed,content
enrolment,arts,Arts,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts/diploma-in-languages,Diploma in Languages,1212,mixed,content
enrolment,arts,Arts,https://arts.unimelb.edu.au/students/experiential-learning/journalism-internship-subject,Journalism Internship | Master of Journalism & International Journalism – UniMelb,804,mixed,content
enrolment,arts,Arts,https://arts.unimelb.edu.au/students/experiential-learning/scc-graduate-internship-subjects,SCC Graduate Internship Subjects,629,mixed,content
enrolment,arts,Arts,https://students.unimelb.edu.au/course-admin/census-dates,Check your subject census dates : The University of Melbourne,987,mixed,content
enrolment,arts,Arts,https://students.unimelb.edu.au/course-admin/planning-your-course-and-subjects/study-load/overloading,Overloading | Current students | The University of Melbourne,718,mixed,content
enrolment,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/commencement/course-enrolment-information,Course enrolment information,913,mixed,content
enrolment,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/commencement/overview-of-course-structure,Overview of course structure,1369,mixed,content
enrolment,arts,Arts,https://arts.unimelb.edu.au/students/overseas-experience/funding/faculty-of-arts-overseas-subject-travel-grant,Faculty of Arts Travel Grant,194,unique,content
enrolment,arts,Arts,https://arts.unimelb.edu.au/students/graduate-coursework/enrich-your-program/overseas-experience/funding/faculty-of-arts-overseas-subject-travel-grant,Faculty of Arts Travel Grant,194,unique,content
enrolment,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/overview-of-course-structure,Overview of course structure,1369,mixed,content
enrolment,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/overview-of-course-structure,Overview of course structure,1369,mixed,content
enrolment,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/course-enrolment-information,Course enrolment information,913,mixed,content
enrolment,biomedical,MDHS,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/quota-subjects,Quota Subjects,1452,unique,content
enrolment,biomedical,MDHS,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/biomedicine-enrolment-advice-day,Biomedicine Enrolment Advice Day,836,unique,content
enrolment,education,Education,https://education.unimelb.edu.au/study/current-students/course-enrolment,Course Enrolment | Faculty of Education,1457,mixed,content
enrolment,education,Education,https://education.unimelb.edu.au/study/current-students/literacy-and-numeracy-test-for-initial-teacher-education-students-lantite,Literacy and Numeracy Test for Initial Teacher Education Students (LANTITE),641,unique,content
enrolment,education,Education,https://education.unimelb.edu.au/study/current-students/subject-enrolment,Subject Enrolment,524,mixed,content
enrolment,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/class-registration/enrolling-in-subjects,Graduate Coursework Students (Domestic),474,mixed,content
enrolment,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/finalising-enrolment/accepting-offers,Intro to Uni,553,unique,content
enrolment,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/before-orientation/finalising-enrolment/enrolment-and-assistance,Welcome to Melbourne: International Student Webinars,887,unique,content
enrolment,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/forms/Conservatorium-Special-Permission-Forms,Conservatorium Special Permission Forms,191,unique,content
enrolment,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/forms/conservatorium-ensemble-enrolment-and-participation-forms,Conservatorium Ensemble Enrolment & Participation Forms,716,unique,content
enrolment,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/forms/conservatorium-subject-enrolment-forms,Conservatorium Subject Enrolment Forms,265,unique,content
enrolment,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/research-students,Information for research students at the Faculty of Fine Arts & Music,290,unique,content
enrolment,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/starting-out/orientation,Orientation,409,mixed,content
enrolment,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/forms/conservatorium-subject-enrolment-forms/minor-music-performance,Minor Music Performance,253,unique,content
enrolment,law,Law,https://law.unimelb.edu.au/students/admission-to-practice,Admission to Practice,408,unique,content
enrolment,law,Law,https://law.unimelb.edu.au/students/jd/studies/accept-your-offer-and-get-started,Accept Your Offer & Get Started | JD | University of Melbourne,1823,mixed,content
enrolment,law,Law,https://law.unimelb.edu.au/students/jd/studies/enrolment,Enrolment and Re-Enrolment | JD | Melbourne Law School,516,unique,content
enrolment,law,Law,https://law.unimelb.edu.au/students/jd/studies/enrolment/jd-subjects,JD subjects,2103,unique,content
enrolment,law,Law,https://law.unimelb.edu.au/students/jd/studies/enrolment/legal-research,Legal Research,5424,unique,content
enrolment,law,Law,https://law.unimelb.edu.au/students/masters/studies/enrolment,Enrolment and Re-Enrolment | Masters | Melbourne Law School,594,unique,content
enrolment,law,Law,https://law.unimelb.edu.au/students/masters/studies/enrolment/mlm-subjects,MLM subjects,1901,unique,content
enrolment,law,Law,https://law.unimelb.edu.au/students/masters/studies/leave-of-absence,Leave of Absence,283,unique,content
enrolment,law,Law,https://law.unimelb.edu.au/students/masters/studies/student-advising,MLM student advising,372,mixed,content
enrolment,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/enrolment,Enrolment and Timetabling,1057,mixed,content
exams-results,abp,ABP,https://msd.unimelb.edu.au/current-students/enrolment/list-of-forms/application-for-extension,Application for Extension,1001,mixed,content
exams-results,education,Education,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/assessment,Assessment,961,unique,content
exams-results,education,Education,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/roles-and-responsibilities,Roles and responsibilities,1482,unique,content
exams-results,education,Education,https://education.unimelb.edu.au/study/current-students/extension-assessment-information-and-policies,"Assessment, Results and Academic Integrity",182,unique,content
exams-results,education,Education,https://education.unimelb.edu.au/study/current-students/extension-assessment-information-and-policies/main-page-links/attendance-hurdles,Attendance Hurdles,300,unique,content
exams-results,education,Education,https://education.unimelb.edu.au/study/current-students/extension-assessment-information-and-policies/main-page-links/foe-assessment-penalties,FoE Assessment Penalties,402,unique,content
exams-results,education,Education,https://education.unimelb.edu.au/study/current-students/extension-assessment-information-and-policies/main-page-links/foe-extensions,FoE Extensions,369,unique,content
exams-results,education,Education,https://education.unimelb.edu.au/study/current-students/extension-assessment-information-and-policies/main-page-links/reassessment,Reassessment,293,unique,content
exams-results,education,Education,https://education.unimelb.edu.au/study/current-students/extension-assessment-information-and-policies/main-page-links/special-consideration,Special Consideration,225,unique,content
exams-results,education,Education,https://education.unimelb.edu.au/study/current-students/itea,Initial Teacher Education Assessment,560,unique,content
exams-results,fbe,FBE,https://fbe.unimelb.edu.au/students/bcom/current-students/assessment,Assessment,1039,unique,content
exams-results,fbe,FBE,https://fbe.unimelb.edu.au/students/bcom/current-students/assessment/exam-viewing-faq,Exam Viewing FAQ,735,unique,content
exams-results,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/practice-hurdle,Engineering Practice Hurdle,516,unique,content
exams-results,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/practice-hurdle/step,Skills Towards Employment Program,469,unique,content
exams-results,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/practice-hurdle/internship-no-credit,Not-for-Credit Internships,697,unique,content
exams-results,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/assessment-and-exams/conservatorium-accompanists,Conservatorium accompanists,792,unique,content
exams-results,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/assessment-and-exams/conservatorium-performance-timetable-and-examinations,Conservatorium performance examinations,307,unique,content
exams-results,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/forms/assessment-program-aproval-forms,Assessment and Program Approval forms,413,unique,content
exams-results,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/research-students/master-of-music-research-in-music-performance,Current student info: Master of Music (Research),799,unique,content
exams-results,law,Law,https://law.unimelb.edu.au/students/academic-support-and-wellbeing/wellbeing/extensions,Extensions,660,unique,content
exams-results,law,Law,https://law.unimelb.edu.au/students/academic-support-and-wellbeing/wellbeing/registration-for-ongoing-support,Registration for ongoing support,418,unique,content
exams-results,law,Law,https://law.unimelb.edu.au/students/jd/studies/student-achievement-and-grading,Student Achievement and Grading,976,unique,content
exams-results,law,Law,https://law.unimelb.edu.au/students/mls-feedback,MLS Feedback,231,unique,content
exams-results,law,Law,https://law.unimelb.edu.au/students/professional-behaviour-guidelines,Professional Behaviour Guidelines,3169,unique,content
exams-results,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/assessment,Assessment,1213,unique,content
exams-results,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/dsp/conclusion-of-placement,Conclusion of Placement,402,unique,content
exams-results,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/student-fitness-to-practice/examples-of-concerns,Examples of Concerns,329,unique,content
fees-finance,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios,Travelling Studios | Melbourne School of Design,831,mixed,content
fees-finance,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/student-feedback-and-grievances,"Student Feedback, Complaints and Grievances",612,mixed,content
fees-finance,arts,Arts,https://arts.unimelb.edu.au/contact-us/book-a-room-or-equipment,Book a room and hire equipment,386,unique,content
fees-finance,arts,Arts,https://arts.unimelb.edu.au/students/audiovisual-loan-equipment,Audio/Visual loan equipment,331,unique,content
fees-finance,education,Education,https://education.unimelb.edu.au/study/current-students/education-student-advisory-committee,Education Student Advisory Committee,927,unique,content
fees-finance,education,Education,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/roles-and-responsibilities,Roles and responsibilities,1482,unique,content
fees-finance,fbe,FBE,https://fbe.unimelb.edu.au/students/phd/scholarships-and-grants/stipends-and-fee-remissions,Stipends and fee remissions,642,unique,content
fees-finance,fbe,FBE,https://fbe.unimelb.edu.au/students/phd/scholarships-and-grants/stipends-and-fee-remissions/fbe-doctoral-program-stipend-and-tuition-fee-remission-scholarships,FBE Doctoral Program Stipend and Tuition (Fee Remission) Scholarships,732,unique,content
fees-finance,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/orientation/after-orientation/your-feedback/feedback,Orientation feedback survey,332,unique,content
fees-finance,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/assets/links/tech-support-and-facilities,Tech Support and Facilities,3501,unique,content
fees-finance,ffam,FFAM,https://finearts-music.unimelb.edu.au/current-students/facilities/conservatorium-instrument-loans,Instrument Loans | Faculty of Fine Arts & Music | UniMelb,305,unique,content
fees-finance,law,Law,https://law.unimelb.edu.au/students/mls-feedback,MLS Feedback,231,unique,content
fees-finance,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-finance,Master of Finance,844,unique,content
fees-finance,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-finance-enhanced,Master of Finance (Enhanced),918,unique,content
fees-finance,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-finance-enhanced-research-pathway,Master of Finance (Enhanced) - Research Pathway,920,unique,content
fees-finance,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-finance-research-pathway,Master of Finance - Research Pathway,846,unique,content
fees-finance,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-accounting-finance-200-points,Master of Management (Accounting and Finance),1152,unique,content
fees-finance,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-finance-150-point,Master of Management (Finance) 150 points,841,unique,content
fees-finance,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/course-plans/masters-programs/master-of-management-finance-200-point,Master of Management (Finance) 200 point,854,unique,content
fees-finance,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/melbourne-dental-school/conclusion-of-placement,Conclusion of placement,287,unique,content
fees-finance,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/msps/clinical-neuropsychology/conclusion-of-placement,Conclusion of placement,523,unique,content
fees-finance,mdhs,MDHS,"https://mdhs.unimelb.edu.au/study/current-students/placements/students/feedback,-reporting-concerns-and-complains","Feedback, Reporting Concerns & Complains",213,unique,content
forms-admin,abp,ABP,https://msd.unimelb.edu.au/current-students/enrolment/list-of-forms,List of Forms | Current Students | Melbourne School of Design,417,mixed,content
forms-admin,abp,ABP,https://msd.unimelb.edu.au/current-students/enrolment/list-of-forms/application-for-extension,Application for Extension,1001,mixed,content
forms-admin,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/internships-vocational-placements/abpl90434-construction-management-internship/how-to-apply,How to apply | ABPL90434,668,mixed,content
forms-admin,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/clubs-and-societies/information-for-clubs,Information for clubs,1641,mixed,content
forms-admin,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/commencement/commencement-checklist,Commencement form checklist,320,unique,content
forms-admin,arts,Arts,https://study.unimelb.edu.au/find/courses/honours/bachelor-of-arts-degree-with-honours/?referrer=arts_redirect,Bachelor of Arts (Degree with Honours) - The University of Melbourne,580,mixed,content
forms-admin,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/commencement-checklist,Commencement form checklist,320,unique,content
forms-admin,dental,MDHS,https://dental.unimelb.edu.au/study/student-resources/Forms,Forms,1013,unique,content
forms-admin,dental,MDHS,https://dental.unimelb.edu.au/study/student-resources/Research/mds-internal-grants,Melbourne Dental School Internal Grants,571,unique,content
forms-admin,education,Education,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/faqs,FAQs,5447,unique,content
