ID,Title,Description,Type,Status,Personas
c1257c89-0fbd-48a0-8e55-2a834d427c0a,Course Planning & Enrolment Journey,Journey map focused purely on the course planning and enrolment experience for current students.,L2,active,7a300f77-f7bd-482b-9f5b-1c85eee561ce:Sam — Planning their path
